,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
22,Business Analyst,Global Computer Services,"Computer Software, Information Technology Services","Muscat, Oman • 101-500 employees",https://wuzzuf.net/jobs/careers/Global-Computer-Services-Oman-37761,"Muscat, Oman",Posted 1 month ago,2023-06-16,8 to 12 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Business Analysis - Data Analysis - SQL - .Net ,"Gathering and analyzing business and user requirements to determine the scope of a project. - Creating detailed requirements documentation, including functional specifications, use cases, and user stories. - Managing stakeholder relationships and expectations by communicating project progress and changes. - Acting as a liaison between technical and non-technical teams to ensure everyone is on the same page and working towards a common goal. - Identifying areas for process improvement and making recommendations to optimize workflows and increase efficiency. - Working with the testing team to develop test cases and ensure that the system meets all requirements. - Assisting the project manager in planning, scheduling, and tracking project progress to ensure on-time delivery and within budget. - Providing training and support to end-users to ensure they understand and can effectively use the new system or process. ","Analytical thinking: The ability to analyze complex data and identify patterns to understand business requirements and problems. - Communication skills: The ability to communicate effectively with stakeholders, including technical and non-technical teams, and translate technical information into business terms. - Problem-solving: The ability to identify and solve problems, including the ability to work with incomplete or ambiguous information. - Attention to detail: The ability to pay attention to details and ensure that requirements are complete, accurate, and consistent. - Technical skills: A working knowledge of software development methodologies, tools, and technologies. - Leadership skills: The ability to lead cross-functional teams and manage conflict effectively. - Adaptability: The ability to adapt to changing business needs, priorities, and project requirements. - Documentation Skills: SRS, BRD, WF, Test Cases, WBS, Estimation, Technical Proposals, etc. - Requirements management tools: Tools such as JIRA, Trello, and Confluence are used to manage requirements, document user stories, track changes, and collaborate with stakeholders. - Data modeling tools: Tools like Visio, and Lucidchart are used to create data models and diagrams to understand the structure and relationships of data. - Data analysis and visualization: Familiarity with data analysis and visualization tools such as Tableau, Power BI, or Excel can help Business Analysts to work with large datasets - Agile methodology: To work on iterative development projects, collaborate with stakeholders, and deliver value quickly. For some projects, we follow DevOps as well - Use case modeling: A modeling technique used to describe the interactions between users and a system, and capture functional requirements. - User interface design tools: Tools like Sketch, Figma, and Adobe XD  to create wireframes, mockups, and prototypes to design user interfaces. - Business process modeling: Techniques like BPMN (Business Process Model and Notation) are used to model business processes, analyze them, and identify opportunities for improvement. - SWOT analysis: A strategic planning technique used to analyze an organization's strengths, weaknesses, opportunities, and threats. - "
23,Sales Analyst,TK AGRO PRIVATE LIMITED,Manufacturing,"Indore, India • 101-500 employees",https://wuzzuf.net/jobs/careers/TK AGRO PRIVATE LIMITED-India-89967,"15th May City, Cairo",Posted 10 days ago,2023-06-16,3 to 7 years,Manager ,Not Specified,"Confidential, No bar for Right Candidates",Sales/Retail ,Sales Analysis - Analyst - Sales ,Knowledge of Agriculture field must - Must be known English & Arabic. - Collect data from sales reports for analysis - Develop methods and strategies for assessing large amounts of data - Study past sales data to determine trends in productivity - Examine company budget - Conduct research into competitive companies and the surrounding market - Study shopping and purchase trends of consumer base and target demographic - Use sales prediction software to determine future trends - Create sales evaluation reports based on collected data ,Proven work experience as a Sales Analyst or similar role - Possesses strong problem-solving skills - Communicates clearly and effectively - Pays close attention to detail - Relevant training and/or certifications as a Sales Analyst - 
24,System Analyst,QARA,"Information Technology Services, Internet/E-commerce, Wholesale Trade","Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/QARA-Egypt-73559,"New Cairo, Cairo",Posted 1 day ago,2023-06-16,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Information Technology (IT) - Analyst - Software Development - Programming - System Analysis ,"Deploy, maintain, and troubleshoot core business applications, including application servers, endpoints, and databases. - Develop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to follow. - Translate non-technical requirements into clear, highly technical specifications, and provide documentation of all processes. ","Proven work experience as a system analyst. - Hands-on experience with software development and documentation. - Proven ability to assess business needs and translate them into relevant technical solutions. - Familiarity with programming languages like Visual Basic, C++, and Java. - Ability to explain technical details. - Excellent analytical skills. - A good problem-solving attitude. - A degree in Computer Science or a relevant field. - "
25,Financial Analyst,Alexandria Business Association- SMEs Project,Non-Profit Organizations,"Alexandria, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Hossam-Magdy-Egypt-84479,SMEs Project ,Posted 2 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Diploma,Confidential,Accounting/Finance ,Accounting - Analysis - Finance - Financial - Financial Analysis ,,
26,Financial Analyst - Innoventures,Cultiv,"Business Services - Other, Management Consulting, Venture Capital and Private Equity","Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Innoventures-Egypt-222,"Heliopolis, Cairo",Posted 1 month ago,2023-06-16,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,4000 to 7000 EGP Per Month,Accounting/Finance - Analyst/Research ,Financial Analysis - Finance - Accounting - Analysis - Financial - Economics - Excel - Computer Skills - Analytical - Data - Communication - investment - English - Commerce - business ,"Communicating and liaising with the firms portfolio companies to develop monthly and quarterly performance and reporting needs. - Using network and research to find new companies to induct into the firms portfolio. - Conduct economic, market and industry research. - Conduct deal analysis and extensive due diligence on potential investees. - Analyze financial data and conduct modeling and valuation. - Structure and execute transactions in addition to other deal-closing activities. - Manage relationships with various stakeholders such as investors, investment committee and other partners. ","2+ years of work experience in a related investment field (e.g. VC/PE/IB, investment, consulting, etc.). - Remarkable financial and analytical skills and proficiency in spreadsheet modeling. - Willingness to work in a fast-paced, deadline-oriented environment. - Sharp business acumen and deep understanding of venture capital and entrepreneurship ecosystems. - A degree in Finance, Business, or relevant field. - Excellent writing, communication and organization skills. - Excellent interpersonal skills and ability to establish trust. - Highly competent in the use of needed computer skills (Advanced knowledge of Excel). - Strong analytical and data gathering skills. - High proficiency in financial modeling techniques. - Able to easily and fluently communicate in English & Arabic Language [both verbally and written]. - "
27,Senior Treasury Analyst,LOLC EL-OULA MICROFINANCE EGYPT’,Financial Services,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/First-Micro-Finance-Foundation--Egypt-4646,ULA MICROFINANCE EGYPT’ ,Posted 18 days ago,2023-06-16,5 to 7 years,Experienced (Non-Manager),Not Specified,"Confidential, Medical Insurance, Pension Plan, Life Insurance",Accounting/Finance - Analyst/Research ,Analyst - Finance - Financial - Treasury ,"Analyze Company's cash flow positions and liquidity management for gaps. - Monitor company cash collections, disbursements, checks issued & deposited.  - Prepare daily treasury transactions & ensure updating banks with companies latest approved signatory matrix to guarantee accuracy. - Ensure proper implementation of bank transactions. - Prepares documentation required by lending institutions. - Monitors the financial covenants in respect of loan agreements to ensure adherence to required ratios to ascertain lenders’ confidence. - Reviews interest income & interest expense charged by banks to verify and ensure accuracy of application of banks interest rates agreed upon. - Ensure correct documentation and filing of all banking transactions. - Follow up bank transfers related to Fund installments payments.  - Prepare regular financial reports and analysis forecasting.  - Work with the Finance team to streamline internal financial reports and reporting processes to deliver more efficient, more effective, and more useful reports and analysis. - Serves as primary liaison with representatives of external agencies (EFSA and Insurance companies ","Extensive knowledge of treasury processes - Excellent Communication Skills - Analytical & Attention to details - excellent understanding of all bank regulations - Advanced excel user - Ability to gather data, compile information, and prepare reports. - Proven work experience as a Senior Financial Analyst, Financial Analyst or similar role - Hands-on experience with financial and statistical software - Expertise in MS Excel (creating spreadsheets and using advanced formulas) - Familiarity with finance databases - Understanding of Enterprise Resource Planning systems (ERP) - Up-to-date with accounting laws and regulations - Excellent analytical skills - Ability to present financial data using detailed reports and charts - Demonstrable strategic thinking skills - Confidentiality in handling sensitive financial information - "
28,Senior Financial Analyst,Future Group,"Translation and Localization, Other - Not Classified","Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Future-Group-Egypt-640,"Dokki, Giza",Posted 4 days ago,2023-06-16,2 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Finance - Analysis - Budgeting - Reporting - CFA - Financial Analysis - Financial ,"Develop financial models and forecasts for the All the Future group Subsidiaries. - Analyze and evaluate the financial performance of the company's projects and make recommendations for improvement. - Conduct financial analysis of new investments, including ROI analysis, payback period, and NPV calculations. - Collaborate with cross-functional teams to ensure accurate financial reporting and forecasting for related expenses. - Prepare and present financial analysis and insights to senior management and other stakeholders. - Monitor industry trends and best practices to identify opportunities for cost savings and process improvements. ","Bachelor's degree in finance, accounting, or a related field. - Minimum of 4 years of experience in financial analysis, budgeting, forecasting, and reporting. - Strong understanding of financial principles and concepts, including ROI, payback period, and NPV. - Advanced Excel skills and experience with financial modeling and analysis, with additional focus on tech tools, and using reporting software such as Microsoft Power BI, Tableau, etc. - Excellent communication and presentation skills, with the ability to translate complex financial data into actionable insights. - Ability to work independently and as part of a team, with a strong focus on attention to detail and accuracy. - Experience with financial planning and analysis (FP&A) software. - CPA, FMVA, and CFA certifications are a plus. - "
29,Senior IT Network Analyst,Confidential Company ,unknown,unknown,unknown,"Port Said, Egypt",Posted 4 days ago,2023-06-16,5 to 10 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Cisco - CCNA - Computer Science - IT - Network - Security ,"Plan, design, implement, monitor and maintain wired and wireless networks. - Define, evaluate and approve design and/or network configuration changes. - Install, configure, and support networking and security equipment from a wide range of industry leading vendors including Cisco, Juniper, Palo Alto, HP and etc. - Proactively monitor and report on overall network service performance and take action to correct deficiencies in monitoring and controlling the quality of individual network services(where required during non-business hours). - Participate in the configuration and troubleshooting of firewall configurations/setup. - Apply knowledge in all areas of responsibility including an awareness of the state-of-the-art in network functionality, security, and quality assurance. - Create technical network designs for medium to large projects. - Perform a broad range of activities at an advanced technical level. *Understand the importance of resolving issues in a timely manner. - Support business and product management teams to design, build, and maintain a robust platform and required interfaces for real time data and transaction processing (include and not limited to Asset’s digitalization and automation solutions). - Infrastructure support includes the secure operation and maintenance of all data center and network hardware and associated software (including single sign-on and domain administration, server virtualization, multi-user thin client virtualization, etc) as well as site access control, CCTV, telephony and video conferencing and other technologies as assigned at each site. - Actively participate in the transition of new infrastructure services from development to production, including testing, training, go-live and change management, as well as the decommissioning of legacy infrastructure services. - Apply company relevant IT policies and standards and ensure compliance and alignment to our road maps and architecture. - Maintain knowledge of industry best practices and research future technology advances to recommend new technologies and process improvements. - Develop strong relationships with Service Desk and Applications teams. Collaborate with IT colleagues and vendors to understand the impact of application strategies and technology roadmaps. - Identify opportunities to improve infrastructure services or IT processes and procedures. - Maintain system operation guides, IT knowledge base and hardware/software asset databases. - Provide input to IT policies, procedures, and standards - Assist the Service Desk to provide effective first level infrastructure support, providing training as required - Undertake after-hours support for business-critical systems. ","Bachelor’s degree in IT networking, computer science, information systems management, telecommunications or related field. - +5 years of recent experience in an IT networking and security. - Certifications of Cisco, Juniper, Palo Alto, HP (CCNA, CCNP, ITIL, CCDP, PCCET, PCNSA Or similar). - Sharp investigating abilities - Capacity to work independently - Proofed technical knowledge of network and PC operating systems. - Proofed technical knowledge of current network hardware, protocols, and standards. - Ability to use network component analyses, scanners, and testers. - Ability to work in a team collaborative environment - Strong knowledge of Workstation/Server hardware environments - Strong analytical and troubleshooting skills - Well-developed communication skills - Commitment to superior customer service - Flexibility to perform assigned tasks independently or as part of a team - Ability to manage multiple priorities and meet frequent short timeline goals and deadlines - Ability to read and write proficiently in the English language - Ability to work with minimal direction to achieve stated goals or assigned tasks - Must be willing to work extended hours and be on call when needed for projects and problem resolution. - "
30,Software Business Analyst,Wapel Software,"Computer and Network Security, Computer Software, Information Technology Services","Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Wapel-Software-Saudi-Arabia-79033,"Nasr City, Cairo",Posted 1 day ago,2023-06-16,3 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Computer Science - Documentation - Information Technology (IT) - Functional Requirement Document - FRD - Non-Functional Requirement Document - NFRD - Software Requirement Specification - SRS - Use Case - Use Cases - User Story - User Stories - Acceptance Criteria - Test Cases - Test Case - Entity Relationship diagram - Entity Relationship diagrams - ERD - APIs Documentation - API Documentation - Backlog ,Business Technical skills Document - Product Technical skills - Functional Requirement Document - Non-Functional Requirement Document - Software Requirement Specification - Use Cases - User Stories - Acceptance Criteria - Test Cases - User and Operational guides - APIs Documentation - Technical skills modeling using applications such as Miro and FigJam - Entity Relationship Diagram Modeling - Backlog - Work location: Cairo / Nasr City - Working hours: 8 hours. From eight in the morning until five in the evening. Includes an hour lunch break. - Health insurance ,"Proven experience as a Software Business Analyst - Experience in writing Functional Requirement Document, Non-Functional Requirement Document, Software Requirement Specification, Use Cases, User Stories, Acceptance Criteria, Test Cases, User and Operational guides, APIs Documentation, ERD, Backlog. - Minimum bachelor's degree in computer science or a related field - Very good level of English in speaking, reading, writing and listening - "
31,ERP System Analyst,Xceed,Outsourcing/Offshoring,Egypt • More than 1000 employees,https://wuzzuf.net/jobs/careers/Xceed-Egypt-9343,"Maadi, Cairo",Posted 2 days ago,2023-06-16,0 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Engineering - ERP - Software Engineering - Oracle - System Analysis ,"Knowledge of company programming procedures, programming languages, supported applications and supported systems. - Maintain confidentiality with regard to the information being processed, stored or accessed. - Gather business requirements as needed. - Support day-to-day running of applications. Responsibilities may require evening and weekend work in response to needs of the systems being supported. - Ability to evaluate and interpret end user information requirements, and to develop appropriate systems and/or applications solutions.  - Research, design, develop, test, implement, modify, and maintain software systems to meet the company needs. - Work as part of a team, which may be established purely for a particular project, to write a specific section of the program. - Testing sample data sets to check that output from the program works as intended, identifies system deficiencies, and recommends solutions, Evaluating the program's effectiveness, conducting user acceptance testing to ensure the program can be used easily, quickly, and accurately. - Ability to format and generate reports. - Write and maintain programming documentation, user manuals, test plans, functional and technical specifications. Document programming problems and resolutions for future reference.  - 'Bolting together' existing software products (getting incompatible platforms to work together and creating code to link them).  - Ability to learn and support purchased applications and systems. - Accurately complete and submits timesheet and status reports in a timely manner. Actively applies feedback received to day-to-day work and strives to improve performance. ","Bachelor's degree in a relevant computer science or communications major, software engineering, Or related field. - 0 to 2 years of working experience. - Languages: fluent English (oral/written) - A Knowledge in application and software development. - A Knowledge of software design and programming principles - A knowledge of ASP.net MVC - A knowledge of .Net Core - Good knowledge of C# and OOP - A knowledge of MS SQL Server database or Oracle database - Strong communication and coordination skills. - Good analytical, and problem-solving abilities. - "
32,Financial Analyst,Confidential Company ,unknown,unknown,unknown,"Helwan, Cairo",Posted 15 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,Accounting - Financial Planning - Financial - Financial Analysis - Financial Management - Planning - Finance - Reporting - Analysis ,"Perform financial forecasting, reporting, and operational metrics tracking. - Analyze and improve financial data and create financial models for decision support. - Evaluate financial performance by comparing and analyzing actual results with plans and forecasts and prepare reports for regular management reviews. - Analyze past results, perform variance analysis, identify trends, and make recommit Prepares monthly statements by collecting data; analyzing and investigating variances; summarizing data, information, and trends. - Assembling data for state quarterly and annual statements. - Prepares special reports by studying variances; preparing budgets; developing forecasts. - Responds to financial inquiries by gathering, analyzing, summarizing, and interpreting data. - Analysis of General Ledger balances. - Analysis of Actual vs plan and last year. - Financial statements analysis. - Preparation of the budget. - Preparation of various reports as required. ",Bachelor’s Degree in Finance/Accounting. - 3-5 years of Financial Planning & Analysis experience - Knowledge of ERP is a must - Exceptional data analysis and reporting capabilities - Must possess advanced Excel and PowerPoint skills - Effective Communication & Leadership Skills - 
33,Financial Analyst,Zeina Group,FMCG,"Sharqia, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Zeina-Group-Egypt-11128,"Sheikh Zayed, Giza",Posted 12 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Analysis - SAP FICO - SAP CO-PA - CPA - Power BI - Financial Analysis ,"Provides innovative alternatives and recommendations to reduce costs and improve financial performance. - Defines the trends and provides advice to the group and recommends procedures to the direct manager based on a proper analysis. - leads initiatives to improve the processes and policies that affect financial analysis. - Works to develop feasibility studies to support decisions and support pricing decisions by creating innovative costs to reduce costs. - Helps in the monthly closure process by analyzing the directions and differences related to revenues, comparing data and correcting them to settle financial transactions. - Collect and analyze the financial statements (budgets, income statement, etc.), taking into account the company's goals and financial situation. - Works to determine the financial situation by analyzing the actual results compared to the foregoing expectations. - Works to know all that is new regarding the job and to ensure permanent knowledge of modern practices in this field. - Determines financial performance trends and financial risks and provides proposed recommendations to keep pace. - Develops prediction tools based on performance standards and work to implement improvements, which contributes to business growth. - Works to develop secret databases and secure them to follow up on the group's financial performance, and to provide a clear vision about any risks or opportunities that are likely to appear. ","Bachelor’s Accounting or its equivalent - Experience: at least 3 - 5 years in a similar job - It is preferable to obtain a CPA certificate - Proficiency in the English language - MS Office - SAP FI-CO proficiency - Popularly referred to as SAP CO-PA. - Strategic analysis - A comprehensive understanding of the principles of general accounting (GAAP). - A comprehensive understanding of general audit standards. - A comprehensive understanding of the methods of analyzing systems, principles, design and procedural methods used to analyze huge data. - Excellent organizational skills and attention to details. - Effective communication skills - Data Analysis - "
34,Financial Analyst,London International Patient Services,Healthcare and Medical Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/London-International-Patient-Services-Egypt-45563,"Sheraton, Cairo",Posted 7 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Not Specified,"Confidential, bonus",Accounting/Finance - Banking - Analyst/Research ,Accounting - CFA - Financial Analysis - Financial Forecasting - Corporate Finance ,"Develop and maintain financial models to support financial reporting, planning, budgeting, and forecasting processes, compiling inputs from key business and finance/Accounting stakeholders, and managing deliverables to successfully complete planning cycles on tight deadlines - Evaluate financial performance by comparing and analyzing actual results with plans and forecasts - Increase productivity by developing automated operational processes , reporting and forecasting tools, then present - Back on time savings gained through the automation process - Analyze financial data and create financial models for decision support in the way of summarized insightful information - Report on financial performance and prepare for regular leadership reviews - Analyze past financial results, perform variance analysis, identify trends and make recommendations for improvements - Conducting Scenario Analysis based on macro and micro factors that will help in accessing risk. Ensuring accurate modelling of allocated portfolios and developing new transaction models and enhancing the existing models. ","Proven working experience as a Finance Analyst - Proficient in spreadsheets, databases, MS Office and financial software applications - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - Well informed in current financial subjects, accounting, tax laws, money market and business environments - BS degree in Finance is must. - CFA is preferable.  - "
35,Quality Assurance Analyst,Rotografia,"Paper and Forest Products, Publishing and Printing","Giza, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Rotografia-Egypt-16114,"6th of October, Giza",Posted 11 days ago,2023-06-16,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Quality ,ISO - Quality Assurance - Communication - English - QA - quality - Analysis ,Performs the duties of the administration representative for all quality systems in the event of the task assigned to him.  - Participates in top management meetings in the plant and expresses opinions if needed. - Participates in formulating the goals and major plans of the institution.  - Responsible for planning and implementing quality management programs that ultimately contribute to achieving the institution's main objectives.  - Responsible for monitoring the implementation of quality assurance plans.  - Participates in formulating and preparing procedures with all department managers. ,"Graduated from a reputable university relevant to (Faculty of Sciences or Agriculture, Chemical Engineering) - Proven work experience as a Quality Assurance Specialist or similar - Working knowledge of tools, methods, and concepts of quality assurance ( ISO 9001,14001,45001,BRCGS , SEDEX ) - Solid knowledge of relevant regulatory standards - Good communication skills, both verbal and written - Excellent data collection and analysis skills - Strong attention to detail - Relevant training and/or certifications as a Quality Assurance Specialist - Has a Very good English-speaking language - "
36,Admin Performance Analyst,Nile University,Higher Education,"Giza, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Nile-University-Egypt-30674,"Sheikh Zayed, Giza",Posted 15 days ago,2023-06-16,More than 2 years,Experienced (Non-Manager),Not Specified,Confidential,Administration - Quality - Analyst/Research ,Administration - Analysis - Performance Management ,Assisting the Administrative Continuous Improvement Director in evaluating the tasks involved in each administrative process within the NU.  - Collecting and analyzing data and information to identify the gap analysis of SOPs.  -  Assisting the Administrative Continuous Improvement Director in developing of Custom KPIs for individuals and admin units.  - Managing & Supporting in the development of Kaizen Events.  - Supporting in manage and coordinate the standard operating procedures (SOPs) of all admin departments and overseeing their work.  - Preparing and presenting quality performance reports to Quality management office. • Digitizing the NCRs and recommendations for Continuous improvement .  -  Automating Processes KPIs & Forms & Templates. ,"Education, Professional Knowledge & Experience - An Experienced bachelor’s degree holder in Computer Science, Engineering, or Business. - Working knowledge of coordination, reengineering administrative processes and identifying valueadded activities and ways to simplifying and automate them - Dashboarding Capabilities. • Process – Business Analytical Skills. - Development and Customization of KPIs Skills. -  Presentation Dynamics Skills. - Managing Kaizen Events. - Excellent command of English & Arabic. - Good Knowledge in MS Power PI of any Dashboarding Systems. - Good command in MS packages specifically spread sheets (Excel), Word and PowerPoint. - Excel VBA & Macros-Enabled Features. - Good Basic knowledge in programming packages. - Representative and has strong presentation skills. - Familiarity with the different software/ applications / systems used in process improvement such as Visio and data analysis  - Has the initiative to self-learning & development to stay updated regarding the latest technologies - "
37,Software Business Analyst,softprograms,Information Technology Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/softprograms-Egypt-88014,"Nasr City, Cairo",Posted 11 days ago,2023-06-16,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research ,Agile - Business Analysis - Communication skills - Information Technology (IT) - Microsoft Office - Software Development ,"Works with the technology and business groups to define project specifications. - Understanding project objectives and capturing business requirements through active listening & questioning techniques. - Analysis of stakeholder activities to understand their strengths and weaknesses to determine opportunities to automate processes and functions. - Translates complex business, functional and technical requirements into detailed work tasks and prepares project scope statements. - Develops innovative solutions for customers’ requirements. - Prepares detailed analysis documents with defined and appropriate techniques for functional and non-functional requirements. - Participates in the lifecycle development process of product definition through design, development, test, release, and maintenance. - Supports developers and QC engineers by clarifying requirements or business concerns generated anytime within the lifecycle development process. - Understanding the dynamic market needs and provide inputs for additional features for existing products. - Communicates effectively with product owners’ insights and supports cross-functional team members and management. - Perform product demos to customers and develop relationships in key clients. - Staying up-to-date on the latest process and IT advancements to automate and modernize systems. ","Bachelor's degree in Computer Science, Information Systems, or equivalent. - 4+ years of proven work experience in business analysis. - Knowledge of software technology, computer programming experience, and broad business knowledge. - Proficient in Microsoft Office programs (Access, Excel, Project, PowerPoint, etc.) and Software Design Tools. - Ability to elicit and document functional requirements, write specifications, use cases, and design user interface requirements for applications. - Basic concepts of Programming. - Understand fundamentals of software development processes and procedures.  - Experience with iterative development and agile/scrum.  - Very good English writing/reading and verbal skills.  - Strong attention to detail and multi-tasking skills. - Excellent problem-solving and analytical skills - Excellent verbal and written communication skills. - Positive attitude even under high pressure and stressful situations - Ability to work in a fast-paced environment and meet tight deadlines - "
38,Business Analyst,EGIC,"Manufacturing, Plastics","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/EGIC-10893,"Manial, Cairo",Posted 12 days ago,2023-06-16,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,Business Development - Customer Service/Support - Analyst/Research ,Analysis - business - analytical - Business Analysis - Microsoft - Management - Business Administration - Administration ,"Identify business requirements by understanding and assessing the gathered data to uncover areas of improvement, market threats, and possible solutions. - Extract and analyze relevant reports to support the decision-Making process and to provide consistent insights from operational perspectives to Stakeholders. - Monitor the flow of work closely and track database variances to maintain an ongoing detailed business analysis process. - Recommend insights and efficient ways to operate according to operational performance outcomes. ",BSc degree in business administration or a relevant field of study. - Very good command of the English Language. - Advanced communication skills. - Time Management skills. - Analytical Skills. - Advanced Microsoft Office - 
39,Pricing Analyst,Etisalat Egypt,Telecommunications,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219,"New Cairo, Cairo",Posted 1 month ago,2023-06-16,1 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Marketing/PR/Advertising ,actuarial science - Commercial Finance Analyst - Financial Data Analysis - Data Analysis ,"Perform prepaid pricing analysis on Etisalat new and existing prepaid products and services to ensure full financial assessment.  -  Perform & update the prepaid pricing encyclopedia as well as the prepaid market initiatives. - Conduct prepaid benchmarking exercise to ensure toning with Etisalat competitors. Responsible of issuance of the prepaid pricing memos. - Analyze, design & construct promotions /tariffs to ensure Etisalat activity in terms of pricing to achieve market & value share. -  Assess Etisalat pricing versus competition pricing by conducting a comprehensive pricing marketing analysis and proposing Etisalat initiatives. - Participate in Etisalat tariffs design & pricing points. Perform pricing analysis on Etisalat new and existing products and services. -  Conduct feasibility studies on major ad-hoc marketing Etisalat projects. Participate in the Etisalat pricing Strategy & assuring alignment with Etisalat Global Strategy.  - •Conduct war game pricing exercise.  - Set and monitor KPIs to evaluate the effectiveness of Etisalat pricing activity Forecast price sensitivity, price elasticity of demand and value perception in specific customer segments. - Conduct revenue boosting exercise. Conduct, benchmark and assess the existing competitor’s tariffs to ensure that our pricing strategy is competitive in accordance to market standards. Manage the pricing Encyclopedia guide. Maintain & enhance Etisalat pricing objectives. ",Analytical Skills & Good with numbers. - Economics/Finance background. - 1-3 years of experience. - Presentation skills - 
40,Senior Business Researcher Analyst,MENA INTEL,"Management Consulting, Market Research","Cairo, Egypt • 1-10 employees",https://wuzzuf.net/jobs/careers/MENA-INTEL-Egypt-61389,"Nasr City, Cairo",Posted 15 days ago,2023-06-16,3 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,Analyst/Research ,Business Analysis - English - Research - Customer Service - Analysis ,,
41,Financial Analyst,Turbo Egypt Compression,Business Supplies and Equipment,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Turbo-Egypt-Compression-Egypt-33402,"Cairo, Egypt",Posted 17 days ago,2023-06-16,3 to 6 years,Experienced (Non-Manager),Not Specified,"Confidential, Attractive packages.
Career path.
Social insurance and Medical insurance (including vision and dental insurance).
Paid maternity leave.
Development plan.
An inviting, friendly-like atmosphere.",Accounting/Finance - Banking - Analyst/Research ,Commerce - Corporate Finance - Analysis - Finance - Financial Analysis - Forecasting - Financial Forecasting - Reporting - Financial - Economics ,Assemble and summarize data to structure sophisticated reports on financial status and risks. - Track and determine financial status by analyzing actual results in comparison with forecasts. - Project status follow-up and tracking. - Analyze the between the planned VS actual budget. - Review pricing and gross margin control. - Review of Shipping documents/LCs. - Provide creative alternatives and recommendations to reduce costs and improve financial performance. - Structure and execute transactions in addition to other deal-closing activities. ,"Proven working experience minimum 4-5 years. - Proficient in spreadsheets, databases, MS Office, and financial software applications - Hands-on experience with statistical analysis and statistical packages - Outstanding presentation, reporting, and communication skills - Proven knowledge of financial forecasting and diagnosis, corporate finance, and information analysis - Well-informed in current financial subjects, accounting, tax laws, money market, and business environments - BS degree in Finance, Economics, or a related field - An industrial background is preferred. - "
