,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
33,Product Analyst,leantech.me,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/leantech.me-Saudi Arabia-94777,"Riyadh, Saudi Arabia",Posted 18 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Business Analysis - Agile - Analysis - Engineering - Scrum - Research - Testing - Analyst - Product Owner - Software Development - UX - Product - Software Testing - Business Analyst - Product Management - Design - Software - System Analysis ,,not mentioned
34,Cost Senior Analyst,Kandil Industries,Manufacturing,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195,"10th of Ramadan City, Cairo",Posted 1 day ago,2023-10-11,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,Business Analysis - Finance Analysis - Accounting - Cost Accounting - Cost Analysis ,"Determine standard costs and evaluate differences between standard and actual costs.  - Prepare detailed reports on a regular and ad-hoc basis, charts, and graphs in support of analyses. - Primary support for the generation of the monthly internal financial package. - Collect and evaluate financial information. - Changes in procedures or methods should be tracked to determine the impact on total expenses. - Calculate the costs of existing and new items. - Examine data to help with reducing costs in all operations. - Provides detailed financial analysis and reports of expenses including breakdowns of project costs, forecasts of remaining expenses, and opportunities to increase efficiency. - Analyze revenue performance and sales forecast. - Generate, maintain and validate company KPIs. ","Bachelors degree in Commerce, Accounting is required. - 5 years of related experience is required. - Excellent analytical skills. - Excellent organizational skills and attention to detail. - Thorough understanding of cost accounting principles and procedures. - Proficient in Microsoft Office Suite or similar software, as well as, accounting software. - Excellent verbal and written communication skills. - "
35,Senior Cost Analyst,El Teriak Industrial Group,"Agriculture/Fishing/Farming, Automotive, Manufacturing","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/El-Teriak-Industrial-Group-Egypt-17942,"6th of October, Giza",Posted 14 days ago,2023-10-11,5 to 10 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Manufacturing/Production - Engineering - Mechanical/Electrical ,Accounting - analytical - Cost Accounting - Finance - Financial Analysis - Manufacturing - Cost Analyst - Financial - CPA - Cost - ERP - Analyst - Cost Control - Cost Analysis - Cost Reduction - Cost Engineering - Cost Management - Cost Estimation - Cost Estimating - product cost ,"Interact with the engineering team, procurement, quality, manufacturing, marketing and suppliers - Primary responsibility will be to calculate part prices and tooling investments, both in new projects and support projects currently in progress - Gather and analyze financial data - Determine standard costs and investigate variances with actual costs - Prepare detailed reports, both periodically and ad-hoc - Help management make important decisions based on costs and benefits (e.g. investments, market growth, pricing changes) - Create and manage budgets, and monitor spending - Conduct audits on financial processes and transactions - Monitor changes in processes or methods to calculate effects on overall costs - Estimate product costs for existing and new products - Forecast and analyze costs of processes, labor and inventory - Suggest cost-reducing or profitable solutions - Conduct market research to support future business planning ","Proven experience as a cost analyst, cost specialist or similar role - Experience in data, operational and financial analysis - Knowledge of accounting processes and software - Strong analytical skills - A business acumen - Great attention to detail - Good communication aptitude - Degree in Finance, Accounting or similar field; Certified Public Accountant (CPA) preferred - Proven work experience as a Cost Accountant, Cost Analyst, Accountant or similar role  - Thorough knowledge of accounting procedures  - Work on ERP System is a must. - "
36,Business Analyst,Lendo Inc,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/Lendo Inc-Saudi Arabia-94696,"Riyadh, Saudi Arabia",Posted 20 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,Analyze data from investors and SME borrowers to identify trends and patterns in their behavior. - Develop reports and dashboards to communicate findings to stakeholders across the organization. - Work with the product team to identify areas for improvement in our platform and make recommendations for changes. - Collaborate with the marketing team to develop targeted marketing campaigns based on customer segmentation and behavior. - Assist in the development of KPIs and metrics to track the performance of the platform and monitor changes over time. - Stay up-to-date with industry trends and best practices in data analysis and business intelligence. ,not mentioned
37,Workforce Analyst,Enable,Outsourcing/Offshoring,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Enable-Egypt-72791,"Nasr City, Cairo",Posted 3 hours ago,2023-10-11,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Other ,workforce - Workforce Management - MS Office - Analysis ,Ensure that Calls Accuracy within agreed target.  - Ensure that AHT Accuracy within agreed target. -  Prepare weekly schedule on time.  - Prepare monthly leaves sheet.  - Send the resignation mails on time and Handles contact center resignation cases with the HR department.  - Handle any other request within SLA.   - Participate in setting a new AHT target if needed in accordance with the Quality team.  ,"Bachelor’s degree - 6 months: 2 years of WFM experience. - Excellent knowledge of workforce management calculations, technologies, and key performance indicators. -  English: Good command of (Speaking, reading and writing).  - Strong data analytical skills. - Excellent computer literacy (MS Office package) with a strong focus on Microsoft ExcelProficient in WFM tools - Salesforce knowledge/experience is an advantage. - Highly organized and can work independently as well as with a team. - Ability to multi-task in a fast-paced environment. - "
38,Business Analyst - Commercial Business Control,Heineken,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Heineken-Egypt-94737,"Cairo, Egypt",Posted 19 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,"Passion for consumers and customers - Care for people and planet - Enjoyment of life - Courage to dream and pioneer - Translate & combine operational and financial data to crisp insights with an actionable advice that enhance performance and value. - Translates reporting needs from business (control) in a Minimum Viable Product. - Build business cases, data driven insights, benchmarks to drive decision making and intervention. - Coordinates and ensures the quality, completeness and on-time delivery of functional Departments combining both financial and operational data. - Participate in functional and cross functional projects to improve the effectiveness and/or efficiency of financial processes. - Supports ad-hoc requests - Excellent command of English Language - Skills in Microsoft (Excel & PowerPoint) and Power Bi is a plus - Profound experience, with advanced ERP systems, e.g. SAP - Critical and Challenging - Analytical Skills - Interpersonal & Communication Skills - High Persuasion and Negotiation skills - Pro-active & Teamwork oriented ",not mentioned
39,Financial Analyst,Hands of Hope Physical Therapy & Wellness,Healthcare and Medical Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/--76168,"Maadi, Cairo",Posted 5 days ago,2023-10-11,7 to 10 years,Manager ,Not Specified,Confidential,Accounting/Finance ,Accounting - Financial - Financial Analysis - Financial Planning - Planning - Finance - English - CMA ,,
40,Senior Business Analyst,Tam Development LLC,Information Technology Services,Saudi Arabia • 101-500 employees,https://wuzzuf.net/jobs/careers/Tam-Development-LLC-Saudi-Arabia-80960,"Riyadh, Saudi Arabia",Posted 20 days ago,2023-10-11,1 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Agile - Business Analysis - Communication skills - Project Management - Software Development - Computer Science ,"Executive Communication: Collaborate with the top management to understand strategic objectives, technical initiatives, and project requirements. Create executive-level documents, presentations, and reports that effectively convey complex ideas and data.  - Data Analysis: Collect and analyze data from various sources to provide meaningful insights and recommendations. Translate technical data into actionable information for non-technical stakeholders.  - Strategic Insights: Assist in the development of strategic plans, business cases, and roadmaps. Use your analytical skills to identify opportunities for growth and improvement.  - Documentation: Prepare and maintain comprehensive documentation, including project documentation, process flows, and business requirement specifications.  - Stakeholder Collaboration: Work closely with cross-functional teams, including engineering, product management, and marketing, to ensure alignment on project objectives and facilitate effective communication.  - Quality Assurance: Review and proofread documents for accuracy, consistency, and clarity. Ensure that all materials meet our high standards of quality and professionalism.  ","Educational Background: Bachelor's degree in Business, Finance, Computer Science, or a related field is preferred.  - Proven Experience: Several years of experience in a similar role as a Business Analyst or related position, with a strong emphasis on executive-level reporting.  - English Proficiency: Exceptional written and verbal communication skills in English. You should be able to convey technical concepts to non-technical audiences effectively.  - Analytical Mindset: Strong analytical and problem-solving skills with the ability to work with data and translate it into actionable insights.  - Presentation Skills: Proficiency in creating visually appealing and informative executive presentations using tools such as PowerPoint.  - Detail-Oriented: A keen eye for detail and a commitment to delivering high-quality work.  - Adaptability: Ability to work in a dynamic environment, manage multiple tasks, and adapt to changing priorities.  - "
41,Senior systems analyst,Perfect Presentation,Information Technology Services,"Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124,"6th of October, Giza",Posted 8 days ago,2023-10-11,8 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,analytical - BI - excel - Software Development - Microsoft - Information Technology (IT) - Planning ,Defines application problem by conferring with clients; evaluating procedures and processes. - Develops solution by preparing and evaluating alternative workflow solutions. - Controls solution by establishing specifications; coordinating production with programmers. - Validates results by testing programs. - Familiar with data analytical tools - Ensures operation by training client personnel; providing support. - Provides reference by writing documentation. - Updates job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations. ,"Bachelor of Engineering or a Bachelor of Technology degree from a recognized university. - 8+ years of relevant experience.  - Exceptional analytical and conceptual thinking skills. - The ability to influence stakeholders and work closely with them to determine acceptable solutions. - Advanced technical skills. - Excellent documentation skills. - Fundamental analytical and conceptual thinking skills. - Experience creating detailed reports and giving presentations. - Competency in Microsoft applications including Word, Excel, and Outlook. - A record of accomplishment of following through on commitments. - Excellent planning, organizational, and time management skills. - Preferred to have experience in Power BI, Web Services & DB - "
42,Compliance Analyst,Confidential Company ,unknown,unknown,unknown,"Cairo, Egypt",Posted 13 days ago,2023-10-11,8 to 12 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research ,Software Development - Analysis - Compliance - CISSP - CRISC ,"Perform other duties as assigned to ensure the smooth functioning of the department and maintain the reputation of the organization as a viable business partner. - Recommend programmatic and technical directions and operate with a high degree of independence in matters relating to the investigation, impact, and analysis of security incidents, decisions regarding risk, and measures for computer and network security. - Operate with a high degree of independence in project management activities, including the development of project plans and budget/resource estimates. - Risk - Lead the development and implementation of the system-wide risk management function of the information security program to ensure information security risks are identified and monitored. - Internally assess, evaluate, and make recommendations to management regarding the adequacy of the security controls for the University's information and technology systems. - Policy/Compliance - Lead the system-wide information security compliance program, ensuring IT activities, processes, and procedures meet defined requirements, policies, and regulations. - Develop and implement effective and reasonable policies and practices to secure protected and sensitive data and ensure information security and compliance with relevant legislation and legal interpretation. - Execute strategy for dealing with an increasing number of audits, compliance checks, and external assessment processes for internal/external auditors, PCI DSS, ITAR, HIPAA, NIST 800-171, and FISMA - Outreach/Awareness. - Interacts in both oral and written communications with all levels of System staff including; Computer center staff, developers and other ITS staff, campus technical staff, general counsel, auditors, and all System staff and students and technology vendors and contractors, in matters related to information security and security awareness materials. - Audit - Work with Internal Audit, State Board of Regents, Auditor General's Office, and outside consultants as appropriate on required security assessments and audits - Coordinate and track all information technology and security-related audits including the scope of audits, colleges/units involved, timelines, auditing agencies, and outcomes. Work with auditors as appropriate to keep audit focus in scope, maintain excellent relationships with audit entities, and provide a consistent perspective that continually puts the institution in its best light. Provide guidance, evaluation, and advocacy on audit responses. ","Problem-Solving Skills. - Must be able to assess computer hardware, software, and systems for security risks or violations and work with ITS and campus staff and technology vendors to recommend solutions. - Develop strategies to address awareness and training for all stakeholders as well as technical solutions. - Must be able to assess the status of complex multi-location projects as well as identify and implement appropriate corrective measures to resolve issues as they arise. - Must have a strong customer service orientation and the ability to project that attitude to customers in remote locations. - Contingency planning (IR, BC, DR) - Knowledge, Skills, and Abilities - Minimum Qualifications - IT skills with a high level of information security experience and expertise - Knowledge of information security risk management frameworks and compliance practices. - Knowledge of securing network technologies, client, and server operating systems. - Ability to develop security standards and guidelines based on best practices and industry standards - Experience responding to, analyzing, and communicating information security incidents - planning and managing security projects - Excellent interpersonal, communication, and presentation skills, including formal report-writing experience - Understanding of common security standards and regulations relating to a higher education environment (e.g., PCI DSS, FERPA, ISO2700x, etc.) - Must be well versed with laws affecting the higher education environment in the following areas: - Student Privacy - Health Care - Finance - Research Compliance - State Regulations. - Preferred Qualifications: - Bachelor’s degree in information technology or other related field. - Information security experience in higher education or state/local government. - Skills in documenting risk and compliance activities. - Information security-related training or certifications such as CISSP or CRISC. - Experience performing information security audits or risk assessments. - Familiarity with security auditing processes. - Must be familiar with dashboard creation. - Must have an understanding of campus policy development and dissemination. - 8 - 10 years of experience. - "
43,Financial Analyst,Talaat Moustafa Group,"Real Estate/Property Management, Retail",Egypt • More than 1000 employees,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106,"Giza, Egypt",Posted 1 month ago,2023-10-11,4 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Analyst/Research ,Accounting - CFA - Finance - Financial Analysis - Reporting - Planning - excel - Data Analysis ,,"At least having 4 years of experience. - At least having 4 to 7 years of experience in finance, planning and feasibility studies - Exposure to financial modeling and analysis.  - Holding CFA/FMVA/MBA in finance from a reputable university is a must.   - Advanced MS Excel skills like statistical modeling, pivot tables, conditional formatting and advanced excel formulas. - Strong data analysis and reporting skills.   - Fluency in both spoken and written English language. - "
44,Quality Assurance Analyst,Confidential Company ,unknown,unknown,unknown,"Shorouk City, Cairo",Posted 16 days ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Quality ,ISO 18001 - ISO 9001 - ISO 14001 - Lean Six Sigma - 5S Lean Manufacturing Methodology - Quality Control - Quality Assurance - quality - QA - Training - Quality Auditing - Certified Internal Auditor (CIA) ,"Prepare procedures and documents for quality, environment and safety management system and updating them periodically.  - Prepare, monitor and measure KPI's for the company’s operations. - Planning to implement internal audits plan. - Managing the internal audit process and submit reports. - Follow up on risks and opportunities and follow up the control measures taken. - Coordinate with departments and support them to submit improvement proposals and opportunities that contribute to improve operations processes. - Ensure that all corrective action are taken for cases of non-conformity, close them, and address the root cause of their occurrence. - Analyzing data for the company’s operations and quality, environment, safety  - Analyzing production process data to evaluate the quality level of products - Review the customer complaints process and ensure that all complaints are closed and corrective action are taken - Analyzing customer complaints, identifying their root causes, and taking corrective action   - Ensure the implementation of customer survey activities and determine their level of satisfaction - Submitting all required reports on the performance of operations, quality systems, environment, safety  - Preparation for external audits processes  - Conducting the training programs of QHSE and continual improvements tools for company's staff  - Follow up on the implementation of safety and environmental procedures ","Proven work experience as a Quality Assurance Specialist or similar role - Working knowledge of tools, methods and concepts of quality assurance - Solid knowledge of relevant regulatory standards - Good communication skills, both verbal and written - Excellent data collection and analysis skills - Strong attention to detail - Relevant training and/or certifications as a Quality Assurance Specialist - Teamwork skills - Leadership - Flexible and able to deal with employees on all levels - Well organized - Fast learner - MS Office (excel - power point - Word) - "
45,EPMO GOVERNANCE & REPORTING ANALYST,King Faisal Specialist Hospital & Research Centre,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/King Faisal Specialist Hospital & Research Centre-Saudi Arabia-94630,"Riyadh, Saudi Arabia",Posted 14 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,computer science - information technology (it) - analysis - finance - project management - engineering - reporting - research - quality assurance - business administration - administration - business ,"Saudi National Only.  - Certified of Saudi Council of Engineers (SCE) is preferred for Engineers. ? -  Professional Certificates in Portfolio, or Program, or Project Management, Governance Risk & Compliance (GRC) or other related certificates is preferred. ",not mentioned
46,Software Business Analyst,SHAWAHID ROADS INDUSTRIAL COMPANY ,Construction - Industrial Facilities and Infrastructure,"Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/SHAWAHID ROADS INDUSTRIAL COMPANY-Egypt-92174,"Cairo, Egypt",Posted 21 days ago,2023-10-11,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research ,Analyst - Business Analyst - Computer Science - Software - Science - English - computer ,"Partner with stakeholders across business units (ex: sales, finance, security, compliance) to develop analyses and documentation in a collaborative way, communicating effectively and efficiently with production, managerial, and executive teams - Evaluate, analyze, and communicate systems requirements on a continuing basis, and maintain systems processes, including the delivery of monthly status reports to all appropriate parties - Author and update internal and external documentation, and formally initiate and deliver requirements and documentation - Conduct daily systems analytics to maximize effectiveness and troubleshoot problems - Develop meaningful and lasting relationships with partners for optimized systems integration, and respond to questions and concerns from managers and executives with supporting research and recommendations ","3-5  years of experience in analytics and systems development - High proficiency with SQL and database management - Proven analytical abilities - Experience in generating process documentation and reports - Excellent communication skills, with an ability to translate data into actionable insights - Bachelor’s degree (or equivalent) in information technology or computer science - Strong working knowledge of relevant Microsoft applications, including Visio - Proven ability to manage projects and user testing - Extensive experience with data visualization - High proficiency in technical writing - "
47,Market Research Analyst,Kama Manufacturing,Manufacturing,"Sharqia, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Kama-Manufacturing-Egypt-18439,"10th of Ramadan City, Sharqia",Posted 21 days ago,2023-10-11,2 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising - Analyst/Research ,Research - E-Marketing - Market Research ,"Collect data on consumers, competitors and market place and consolidate information into actionable items, reports and presentations - Understand business objectives and design surveys to discover prospective customers’ preferences - Compile and analyze statistical data using modern and traditional methods to collect it - Perform valid and reliable market research SWOT analysis - Interpret data, formulate reports and make recommendations - Use online market research and catalogue findings to databases - Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation - Evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct - Remain fully informed on market trends, other parties researches and implement best practices ","Proven Market Research Analysis experience - Ability to interpret large amounts of data and to multi-task - Strong communication and presentation skills - Excellent knowledge of statistical packages (SPSS, SAS or similar), databases and MS Office - Search engines, web analytics and business research tools acumen - Familiarity with CRM programs - Adequate knowledge of data collection methods (polls, focus groups, surveys etc) - Working knowledge of data warehousing, modelling and mining - Strong analytical and critical thinking - BS degree in Statistics, Marketing or related field - Fluent English Language - "
48,Research Analyst,Infotech,"Business Services - Other, Market Research, Research","Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Infotech-Egypt-11641,"Nasr City, Cairo",Posted 21 days ago,2023-10-11,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Competitive package including a basic salary and commission based on KPIs.",Customer Service/Support - Marketing/PR/Advertising - Analyst/Research ,Customer Service - Customer Care - Customer Support - Call Center - Online Research - Market Research - Telesales - Sales Skills - English - Research ,"Collect data on consumers, competitors, and the marketplace and consolidate information into actionable items, reports, and presentations. - Understand business objectives and design surveys to discover prospective customers' preferences. - Compile and analyze statistical data using modern and traditional methods. - Perform valid and reliable market research SWOT analysis. - Interpret data, formulate reports, and make recommendations. - Use online market research tools and catalog findings into databases. - Provide competitive analysis on various companies' market offerings, identify market trends, pricing/business models, sales, and methods of operation. - Evaluate program methodology and key data to ensure accuracy and correct angles in releases. ","Proven Market Research Analysis experience. - Ability to interpret large amounts of data and multitask. - Strong communication and presentation skills. - Adequate knowledge of data collection methods (polls, focus groups, surveys, etc.). - Strong analytical and critical thinking skills. - Good command of English (B2 - Upper intermediate) is preferred. - Telesales experience is an advantage. - Age between 25-40 years. - Full-time availability (no students, please). - The office is located in Nasr City, Cairo. - Competitive package including a basic salary and commission based on KPIs. - Usual benefits such as insurance and contracts are provided. - Successful candidates will receive full support and comprehensive training. - "
49,Procurement Analyst | Corporate Services | Group Procurement,Al Futtaim Group - Other locations,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Al Futtaim Group - Other locations-United Arab Emirates-91431,Other locations ,Posted 25 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Operations/Management - Purchasing/Procurement - Engineering - Mechanical/Electrical ,procurement - management - purchasing - engineering - planning - finance - english - business - commerce - microsoft excel - analyst - healthcare ,"Collect comprehensive projects & savings data  - Consolidate collected savings data - Spend Analysis: Conduct spend analysis by extracting, cleaning, transforming/enriching the spend data & presentation for management review - Ensure Operational efficiency - Effective internal customer relationship management - Reporting & Presentations - Minimum 2 years’ experience in data spend and analytics with understanding of customer and market dynamics. - Previous hands on experience in dealing with raw data handling and reporting tools. - Proficiency in Microsoft Excel and Data PowerPoint Presentations are must. - Data collection, cleaning and preparation skills - Budget planning and management - Statistical knowledge and time management - Writing and communication - Problem solving skills - Reporting and visual presentation skills - Full time Bachelor’s Degree in Business Management, Commerce/Finance or equivalent  - Any Procurement, Data Analytics Tool skill is an added value - Strong verbal and written English communication - Arabic or other languages such as Hindi/ Urdu are an added value ",not mentioned
50,Principal Analyst- International Risk Remediation,First Gulf Bank PJSC,unknown,"Abu Dhabi, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/First Gulf Bank PJSC-United Arab Emirates-91418,"Abu Dhabi, United Arab Emirates",Posted 25 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,finance - information technology (it) - accounting - computer science - banking - analyst - management - business - risk - communication - its - leadership ,,not mentioned
51,Business Analyst | German Speaker,Expleo,"Computer Software, Information Technology Services","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/SQS-Egypt-Egypt-2422,"Maadi, Cairo",Posted 22 days ago,2023-10-11,1 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development ,Business Analysis - German - Computer Science - MS Excel - german - English - inssurance ,"Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments. - Applies standards and methodologies, provides expertise and support on use of methods and tools. - Responsible for needs analysis, project or task planning, process/data analysis and modelling and/or logical database design. - Ensures that own projects are formally closed and, where appropriate, subsequently reviewed, and that lessons learned are recorded. - Identifies and assesses risks to the success of the project. Agrees the project approach with stakeholders, and prepares realistic plans (including quality, risk and communications plans) and tracking activities against the project schedule, managing stakeholder involvement as appropriate. - Assists in the analysis of stakeholder objectives, and the underlying issues arising from investigations into business requirements and problems, and identifying potential benefits and available options for consideration. - Produces specific business cases and scenarios and defines and documents system acceptance criteria. - Defines routine, integrated processes and documents using basic formal process charting techniques. - Works on formal requirements gathering and documentation. Assists in the collection of functional and technical requirements and in the development of design documents. - Works on projects using available frameworks and tools and establishes plans for projects with on-time and on-budget project goals. - Maintains the status of projects and provides guidance to the work of junior team members. Works across teams to achieve group goals. - Test coverage analysis, risk prioritisation, analysis of defect trends, and identification of risks associated with issues identified in the project. - Prepares project scope. Provides inputs to test strategy and approach. - Preparation of training material for the team and vertical practice. ","Bachelor’s Degree in Computer Science, Information Systems, or other related field, or equivalent work experience. - Knowledge of Business Analysis. - Fluency in German and English is a MUST. - Additional course or certification in Business Analysis. - Insurance experience.  - Professional attitude, has developed a reputation as a trusted advisor. - Good client-facing skills, experience in developing partnerships with the team and client and collaborating with others to exceed client expectations. - Good problem solving skills, has experience in proposing different options and solutions for approaching and resolving issues. - Adaptable and responds positively to changing business issues, sees change as an opportunity to improve performance. - Excellent communication skills, adapts style accordingly and demonstrates an understanding of the audience’s perspective. Uses discretion when dealing with sensitive information. - Intermediate theoretical knowledge in business analysis methodologies and has awareness of new and emerging technologies and developments. - Has good applications/technology knowledge, building on Insurance domain knowledge and has practical experience of tools and frameworks required to deliver. - Good understanding of the business analysis lifecycle including working knowledge of requirements elicitation, structured analysis, stakeholder management, use case definition and other Business Analysis techniques. - Advanced knowledge in MS Excel and working knowledge of PowerPoint and Word. - Knowledge of iterative development process and object-oriented, multi-platform projects. - A proven record in analysing data and effectively presenting to clients to support proposed solutions. Able to challenge client hypotheses and solutions with robust data. - "
52,Sales Analyst,Rashideen Egypt for Trade ,FMCG,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Rashideen-Egypt-for-Trade-Egypt-34677,"Basatin, Cairo",Posted 19 days ago,2023-10-11,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Analyst/Research - Sales/Retail ,Sales - Sales Skills - Microsoft Office - Business Analysis - Analysis - Sales Analysis ,"Follow-up Purchase Invoices. - Daily Data Entry, ""SAP"". - Support for Sales Manager. - Work with Sales Team to identify most current category insights. - Daily Closing Sales. - Coordination between the Sales Manager and Account Management. - Work with forecasting by providing them with the necessary information. ",Bachelor degree. - (1– 2) years of experience in an equivalent capacity. - Excellent command in Microsoft Office Applications (Especially Excel) - Good command of English (written/spoken). - Excellent communication and time management skills. - 
53,Senior Investment Analyst,IGI-Group,Investment Banking,"Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/IGI-Group-Egypt-26707,roup ,Posted 20 days ago,2023-10-11,3 to 7 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Banking - Analysis - Business Analysis - CFA - Finance - Financial Analysis - Investment - Investment Banking ,"Prepare the feasibility study/business plan / company valuation. - Coordinate with all departments to identify and plan sourced assumptions for developing new projects. - Prepare regular reviews and monitoring of existing investments as per reporting procedures (quarterly performance monitoring e.g. costs, prices, achieved sales, related data, etc.). - Work with the investment team and directors to monitor, evaluate and advise the board of directors on the performance of existing portfolio of assets, projects and subsidiary/affiliated companies. - Spreading the companies’ financials and conducting a fundamental analysis. - Prepare investment memorandum and presentations’ materials for the company board of directors. - Assist in the pricing of units of all projects. - Track market trends in the real estate sector. ","Bachelor’s Degree in finance. - Minimum three (4) years of experience in financial analysis, Feasibility Studies and business valuation. - Real Estate and/or Investment Banking and/or Credit Banking Sector is MANDATORY. - CFA level 1 or credit course is a must . - Highly details oriented - Ability to handle multiple tasks concurrently with composed time management - Highly efficient analytic & problem-solving skills - Strong ability to work with tight deadlines - Work Location: Zayed City / Al Guezira plaza - "
54,Financial and decision Analyst,Chevron Corporation,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Chevron Corporation-Egypt-92729,"Cairo, Egypt",Posted 25 days ago,2023-10-11,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,Finance - Financial Analysis - Accounting - Microsoft Office - Commerce - Financial Management - Analysis - CMA - English - CFA - Microsoft Excel - Financial - Financial Planning - ERP - Economics - Budgeting - CPA - Business Administration - Excel - Planning ,,not mentioned
55,Senior Business Analyst,Confidential Company ,unknown,unknown,unknown,"Maadi, Cairo",Posted 20 days ago,2023-10-11,4 to 6 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Information Systems ,"Gather and analyze business requirements using UML diagrams, ERDs, and other data modeling tools. - Design and implement information systems using Java, Python, C++, or other programming languages. - Test and deploy information systems using JUnit, Selenium, TestNG, Appium, Test Complete, Cucumber, Jenkins, JMeter, Gatling, Postman, and Robot Framework. - Maintain and support information systems using agile development methodologies such as Scrum and Kanban. ","Bachelor's degree in computer science, information systems, or related field. - 4+ years of experience in systems analysis and design. - Strong analytical and problem-solving skills. - Excellent communication and interpersonal skills. - Ability to work independently and as part of a team. - Male or Female are welcomed to apply - "
