,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
36,Senior Compliance Analyst (Client Acceptance) - For UAE Nationals,ADCB Abu Dhabi Commercial Bank,unknown,"Abu Dhabi, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/ADCB Abu Dhabi Commercial Bank-United Arab Emirates-91557,"Dubai, United Arab Emirates",Posted 19 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Finance - Accounting - Financial Analysis - Microsoft Office - Software Development - System Analysis - Commerce - Computer Engineering - Engineering - Project Management - Software - Business - Communication Skills - Data Analysis - English - Analytical ,,not mentioned
37,ITSM Senior Analyst - Service Now Developer,Antal International - Egypt,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Antal International - Egypt-Egypt-91877,Egypt ,Posted 22 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Finance - Accounting - Financial Analysis - Microsoft Office - Software Development - System Analysis - Computer Engineering - Engineering - Commerce - Project Management - Software - Business - Communication Skills - English - Analytical - Data Analysis ,"Develop, maintain, and administer all modules within the ITSM Product suite as configured on ServiceNow.  - Configure and deploy ServiceNow Workflows, Business Rules, Client Scripts, Script Includes, UI Scripts, Employee Portal, and API Webhooks.  - Maintain currency of automated test scripts via ServiceNow ATF (Automatic Test Framework) - 5 years of ServiceNow development and JavaScript experience required.  - Experience with Web Services Integration required.  - ServiceNow System Administrator, and ServiceNow Implementation Specialist certification required. - Agile/SCRUM experience required. - ITIL Certificate is preferred. - Experience in an enterprise application environment with integrations and customizations to support multiple business processes.  ",not mentioned
38,Data Analyst,Egypt Gold ,Luxury Goods and Jewelry,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/IRAM-JEWELRY-Egypt-39723,"Heliopolis, Cairo",Posted 1 month ago,11/8/2023,1 to 4 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,Analyst - Analysis - analytical - business - Data - Data Analysis - Data Analyst - Economics - Reporting - Statistics ,"Interpret data, analyze results using statistical techniques and provide ongoing reports - Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality - Acquire data from primary or secondary data sources and maintain databases/data systems - Identify, analyze, and interpret trends or patterns in complex data sets - Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems - Work with management to prioritize business and information needs - Locate and define new process improvement opportunities ","Proven working experience as a Data Analyst or Business Data Analyst - Technical expertise regarding data models, database design development, data mining and segmentation techniques - Strong knowledge of and experience with reporting packages. - Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.) - Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy - Adept at queries, report writing and presenting findings - BS in Mathematics, Economics, or Statistics - "
39,Junior Well Log Analyst,TGT group,unknown,"Kuwait City, Kuwait • ",https://wuzzuf.net/jobs/careers/TGT group-Kuwait-95568,"Kuwait City, Kuwait",Posted 24 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,information technology (it) - computer science - software development - software engineering - engineering - analysis - development - quality control - quality - analytical - data ,,not mentioned
40,SAP ABAP Analyst,Antal International - Egypt,unknown,"Cairo, Egypt • ",https://wuzzuf.net/jobs/careers/Antal International - Egypt-Egypt-91877,Egypt ,Posted 22 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Engineering - Telecom/Technology ,Information Technology (IT) - SAP - ABAP - Computer Science - Software Engineering - Computer Engineering - SAP ABAP - Adobe Forms - ERP - Engineering - Data Migration - IDOC - RFC - ALV - Application Development - BAPI - Programming - Software Development - ABAP Workbench - BADIs ,"Delivery and Support of SAP TPM CBP solutions. - Develop continuous improvements from pursuit to deployment. - Work on the Production Support incidents and ensure the timely resolution. - Be part of 24/7 support on-call rotation schedule - Works with customers and IT partners globally to identify and resolve application issues, escalating as required. - Partner closely with external vendors, including onshore and offshore team members. - Ensures all quality, compliance and fiscal standards are met. - Perform quality review for any code changes migrating to Production. - Participate in the knowledge transfer of project deliverables to sustain technical team. ",not mentioned
41,Senior Software Business Analyst / ERP,Our Education,"Computer Software, Hospitality/Hotels, Education","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Our-edu-Egypt-51211,"Nasr City, Cairo",Posted 24 days ago,11/8/2023,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - Management - Project Management - Software Development - Agile - business - Computer Science - Data - Data Analysis - ERP - Information Technology (IT) - UX ,"Working closely with clients, technicians, and managerial staff, and serving as a liaison between stakeholders and technical team. - Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements. - Develop a high-quality SRS document. - Proficiency in splitting the requirements into epics, features and user stories. - Participate in the full life-cycle development process from product definition, through design, development, test, release, maintenance and developing innovative solutions to customer requirements. - Work with technology and business teams to define project specifications, and ensuring solutions meet business needs and requirements. - Translate complex business, functional and technical requirements into detailed work tasks. - Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle. - Monitoring deliverables and ensuring timely completion of projects. - Organizing, specifying and modeling the requirements to ensure they are complete and unambiguous. - Gather Solution Requirements, Prepare business requirements document and Writing User Stories. - Prepare detailed analysis document with complete awareness with the appropriate techniques and well definition for functional and non-functional requirements. - Develop requirements specification document using UML Technology. - Ensuring that the documentation of the requirements is in a layout and format that can be easily shared with and understood by stakeholders. - Uncover the underlying business issues that need to be addressed and discover any information related to the project. - Making sure that the requirements map to the business need being addressed, they are approved by all the appropriate stakeholders and that they meet with relevant quality standards - Possess a fundamental understanding of end-to-end customer experience integration and dependencies. - Accountable for a created product(s), delivering in the product model and communicating the product needs with business partners. - Collaborate with stakeholders during the visioning and concept development of a product. - Assess value, develop cases, and prioritize stories, epics, and themes to ensure work focuses on those with a maximum value that is aligned with product strategy. - Ensures integrity of the project - Develop, recommend and monitor corrective and preventive actions - Work with the technical team to develop business and technical requirements - Collaborate with the solution architect to refine the business design along technical constraints. - Support developers and QC engineers by clarifying requirements or business concerns raised anytime within the development life cycle. ","5-10 years of experience in an agile environment - +3 years of experience in ERP/HIMS is a plus - Solid experience project management tools - Ability to understand and write technical documentation including scope of work - Maintains and retains project data and materials as required - Ability to transform business requirements to technical requirements after business analysis - Ability to achieve a results-driven structure - Ability to create flowcharts and use cases - Critical thinking, committed and innovative - Sponsor innovation in teamwork - Familiar with big data analysis is a plus - Project management is a plus - Familiar with security policies and procedures is a plus - Knowledge of systems UX and R&D - "
42,Pricing Analyst,Premier Services and Recruitment Overseas ,Recruitment and Staffing,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Premier-Services-and-Recruitment-Egypt-30005,"Maadi, Cairo",Posted 24 days ago,11/8/2023,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance - Analyst/Research - Strategy/Consulting ,Analysis - Data Analysis - English - Microsoft Office - Finance ,"Prepare competition and Enterprise performance analysis and provide recommendations. - Create and implement yearly and daily yielding strategies. - Manage stop sell and on-requests. - Handle relations with wholesalers, travel agencies, and other sales channels. - Manage and Price promotions and validate discounts. - Create and monitor rate codes. - Apply invoice correction. - Introduce pricing for new vehicles. - Review the commission amount submitted by the Operations Team - Provide analysis reports for the fleet. - Create and control the budget. ",
43,SENIOR ENGAGEMENT ANALYST,King Faisal Specialist Hospital & Research Centre,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/King Faisal Specialist Hospital & Research Centre-Saudi Arabia-94630,"Riyadh, Saudi Arabia",Posted 26 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Information Technology (IT) - Computer Science - Analysis - Business Analysis - Finance - Accounting - Financial Analysis - Microsoft Office - Software Development - System Analysis - Computer Engineering - Engineering - Commerce - Project Management - Software - Business - Communication Skills - English - Analytical - Data Analysis ,,not mentioned
44,Salesforce Analyst,ManpowerGroup Middle East,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/ManpowerGroup Middle East-United Arab Emirates-91315,"Dubai, United Arab Emirates",Posted 29 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Sales/Retail ,information technology (it) - computer science - sales - sales skills - analysis - salesforce - communication skills - vendor - data - analyst ,"Detailed responsibilities listed below:Support & Maintenance: Register, Diagnose, Troubleshoot, and resolve L1/L2 Salesforce.com related issues, providing timely and effective solutions with understanding business’ needs and conducting analysis on how to increase support experience. - Support Monitoring & Vendor management: Monitor the list of all open tickets and work with vendors on issues resolution within defined SLAs. - Documentation: Maintain up-to-date system documentation, including user guides, best practices, and technical notes. - Feedback Loop: Collaborate closely with the IT product owners to provide feedback on potential improvements or adjustments based on user feedback and system analytics. - Security & Compliance: Ensure that user permissions, roles, and profiles are maintained appropriately, keeping in line with our company's data security and compliance guidelines. - Contininious improvement: Regular revisions of existing support process and suggest recommendations on how to improve it further. ",
45,ACCOUNTING ANALYST,King Faisal Specialist Hospital & Research Centre,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/King Faisal Specialist Hospital & Research Centre-Saudi Arabia-94630,"Riyadh, Saudi Arabia",Posted 29 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Finance - Financial Analysis - Commerce - Microsoft Office - Analyst - Economics - Financial Management - Microsoft Excel - Research - Data Analyst - English - Analysis - Cost Analyst - ERP - Financial Analyst - Tax - Tax Analyst - Accountant - CMA ,"Maintainsand updates the Chart of Accounts in the General Ledger System. - Preparesjournal entries to the General Ledger System, verifies posting of variousentries in the system. - Compilesexpenditures for each cost centre. - Assistsin the preparation of financial reports. - Reconcilesbank statements with the General Ledger balances. - Reconcilesbalance sheet accounts (assets, liabilities, bank statements, prepaid vendors,etc.). - Maintainssuitable filing system for all reference documents in the area ofresponsibility. - Assistsin the implementation of policies and procedures for accounting and financefunctions. - Participatesin Self & Hospital’s Quality improvement plan preferred. - Follows all Hospital relatedPolicies and Procedures. ",not mentioned
46,Financial Analyst,Fawry Plus,"Banking, Financial Services","Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Fawry-Plus-Egypt-31117,"Smart Village, Giza",Posted 6 days ago,11/8/2023,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Analysis - Analyst - Commerce - Communication skills - ERP - Economics - Finance - Financial - Financial Analysis - Forecasting - Reporting - Microsoft Excel - Microsoft Powerpoint - Spreadsheets - Financial Accounting - Banking - Payments ,"Consolidate and analyze financial data (budgets, income statement forecasts etc.) taking into account company’s goals and financial standing. - Provide creative alternatives and recommendations to reduce costs and improve financial performance. - Assemble and summarize data to structure sophisticated reports on financial status and risks. - Develop financial models, conduct benchmarking and process analysis. - Conduct business studies on past, future and comparative performance and develop forecast models. - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis. - Track and determine financial status by analyzing actual results in comparison with forecasts. - Reconcile transactions by comparing and correcting data. - Gain and update job knowledge to remain informed about novelty in the field. - Consult with management to guide and influence long term and strategic decision making within the broadest scope. - Drive process improvement and policy development initiatives that impact the function. ","Professional experience: 0-1 years of experience. - Preferred to have experience in Fintech. - ERP Knowledge (preferred AX Dynamics).  - Proven working experience as a Finance Analyst. - Proficient in spreadsheets, databases, MS Office and financial software applications. - Hands on experience with statistical analysis and statistical packages. - Outstanding presentation, reporting and communication skills. - Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis. - Well informed in current financial subjects, accounting, tax laws, money market and business environments. - BS degree in Finance, Economics or related field. - "
47,Junior Data Analyst,Options,Outsourcing/Offshoring,"Red Sea, Egypt • 1-10 employees",https://wuzzuf.net/jobs/careers/Options-Egypt-32852,"Mohandessin, Giza",Posted 1 month ago,11/8/2023,2 to 5 years,Experienced (Non-Manager),Not Specified,1000 to 11000 EGP Per Month,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analysis - analytical - Communication skills - Computer Science - Data Analysis - Data visualization - Data - Information Technology (IT) - Python - R - SQL - Tableau ,," Strong analytical skills with a keen eye for detail.  -  Proficiency in data analysis tools and languages (e.g Python, R, SQL) is a plus.  -  Familiarity with data visualization tools (e.g., Looker, Redash, Tableau) is a plus.  - Excellent verbal and written communication skills to convey data findings effectively.  - Ability to work independently and collaboratively in a team-oriented environment.  -  A passion for data analysis and the ability to spot patterns and trends. - Fluency in both spoken and written English - availability to work night or overnight shift. - "
48,Financial Analyst,Professional Service - Proserv,"Business Services - Other, Human Resources, Outsourcing/Offshoring",Egypt • 501-1000 employees,https://wuzzuf.net/jobs/careers/Professional-Service---Proserv-Egypt-61702,Proserv ,Posted 29 days ago,11/8/2023,5 to 12 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Financial Analysis - Spreadsheets - Data Analysis - Financial Data Analysis - financial forecasting ,,
49,HRIS and Reporting Analyst,Borr Drilling,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Borr Drilling-United Arab Emirates-96213,"Dubai, United Arab Emirates",Posted 8 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - Customer Service/Support - Analyst/Research ,Analysis - Finance - Accounting - Reporting - Financial Analysis - Call Center - Microsoft Office - Research - Computer Science - Financial Management - Microsoft Excel - Power BI - SLAs - Customer Care - Customer Service - English - WFM - Budgeting - Business Analyst - Customer Reports ,"Design and generate new reports and management dashboards, in timely and accurate manner. - Review existing reports and update them in line with the latest Workday releases. - Review and delete outdated reports, if necessary. - Ensure permissions are properly assigned to view reports and dashboards. - Manage permissions, access, personalization, and similar system operations and settings for HRIS users. - Ensure quality of data within the HRIS i.e. verifying accuracy, and immediately correct any errors identified. - Monitor data integrity and consistency between Workday and other systems. - Engage with different stakeholders on their report requirements and ensure accurate information is produced. - Provide technical support for all new HRIS functionality deployments. - Provide guidance to HR Coordinators to ensure that correct processes are followed when entering information in the HR system, as well as other downstream systems like SkillsVX and Training Portal. - Assist regions in their needs surrounding the HRIS and other downstream connected systems (SkillsVX and Training portal). - Provide training to the HRIS users that may include refresher trainings for system updates. - Recommend new processes and systems for efficient HR management, implementing business solutions as necessary. - Recommend the team to correct inconsistent data resulting from the generated reports. - Review and streamline the current business process to produce more efficient approval routings. - Assist in training and supporting new users. - Develop and implement new processes as directed by the Lead HRIS Advisor. - Any other tasks/projects as appointed by Line Manager. - College degree in Business / Human Resources / Information Technology field preferred. - Experience in Workday Report and Dashboard Development - Experience in Workday Business Process modification / improvement - Experience in reporting and data analytics - Experience with Power BI is a plus. - Ability to communicate with all levels of staff. - Organization and administrative skills. - Attention to detail and accuracy of work. - Practical and logical; able to solve problems quickly. ",not mentioned
50,ERP System Analyst,Aqarmap.com,"Internet/E-commerce, Real Estate/Property Management","Cairo, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Aqarmap-com-Egypt-3836,"Nasr City, Cairo",Posted 6 days ago,11/8/2023,1 to 3 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, - Social Insurance.
- Medical Insurance.",IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Analyst - analytical - Computer Science - ERP systems - Information Technology (IT) - Software - System Analyst - System Analysis - Analysis - CRM - ERP ,,"Bachelor's degree in Computer Science, Information Technology, or a related field. - 1 years of experience as a System Analyst or in a similar role. - Preferred: Proficiency in configuring and customizing Zoho apps, including Zoho CRM, Zoho Finance, and Zoho HR. - Excellent analytical and problem-solving skills. - Effective communication and interpersonal skills to collaborate with diverse teams. - Knowledge of other software and tools commonly used in the industry (e.g., ERP systems, data analysis tools). - "
51,Senior HR Analyst,Mercer,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Mercer-United Arab Emirates-93557,"Dubai, United Arab Emirates",Posted 1 day ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Human Resources - IT/Software Development - Analyst/Research ,Information Technology (IT) - Human Resources (HR) - Computer Science - Analysis - Recruitment - Business Analysis - Microsoft Office - Personnel - Finance - Accounting - Communication Skills - Financial Analysis - English - Software Development - System Analysis - Computer Engineering - Engineering - Payroll - Business Administration - Commerce ,"Develop, maintain, and enhance people reporting frameworks, ensuring accuracy, reliability, and consistency of HR data. - Conduct in-depth analysis of people metrics, trends to identify patterns, insights, and opportunities for improvement. Create visually compelling and intuitive dashboards, charts, and reports using data visualization tools. - Contribute to the development and implementation of HR strategies, policies, and initiatives through data-driven recommendations. - Collaborate with country people leaders, regional teams and finance teams to define reporting requirements, translating business needs into actionable reports and dashboards. - Provide regular and ad-hoc reports to leadership team, highlighting key findings and actionable recommendations. - Collaborate with HR Services and relevant stakeholders to ensure the integrity, availability, and security of HR data. - Provide training and guidance to HR colleagues on interpreting and utilizing HR analytics and reports. - Conduct research and benchmarking to provide insights on HR best practices and industry trends. - Ensure compliance with data privacy regulations and internal policies when handling sensitive HR data. - Minimum 4-5 years of experience within HR - Fluent in English is a must.. - Proven experience in reporting, analytics, and data visualization, preferably in HR. - Previous consulting experience is a plus - Strong proficiency in data analysis and visualization tools (e.g., Excel,  Power BI, etc.). - Excellent Proficiency in MS Office. - Experience with Workday and Power BI is a plus. - Excellent people management, time management, presentation, and problem-solving skills. - Meticulous and keen attention to details - Self-motivated and a team player with good interpersonal skills while concurrently being able to work proactively and work independently where required. - Positive attitude towards work and learning. - Experience working in a fast-paced, dynamic environment, with the ability to manage multiple priorities and meet deadlines. ",not mentioned
52,Financial Analyst,Nacita,"Automotive, Logistics and Supply Chain","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Nacita-Egypt-22041,"6th of October, Giza",Posted 14 days ago,11/8/2023,1 to 3 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social Insurance - Medical Insurance",Accounting/Finance - Analyst/Research ,Finance - Analysis - financial analyst - Financial Analysis - Economics - Reporting - Analyst ,"Conduct financial analysis by reviewing financial statements, performing ratio analysis, identifying trends, and assessing financial performance. - Collect and compile financial data from various sources, interpret the data, and prepare reports, charts, and graphs to present findings. - Assist in the preparation of budgets and financial forecasts by analyzing historical data, identifying patterns, and making projections. - Produce monthly reports, which include key metrics, financial results, variance reporting. - Prepare the appropriate templates to prepare annual budgets for all concerned departments. - Build and maintain financial models to support strategic planning, investment analysis, and pricing decisions. - Analyze and explain variances between actual financial results and budgeted/forecasted figures, investigating and reporting on the underlying causes. - Assist in evaluating financial risks and assessing their potential impact on the organization's financial performance. - Stay updated on industry trends, economic conditions, and competitor activities to provide insights and recommendations for business decisions. - Prepare and present financial reports, summaries, and presentations to management and other stakeholders. ",
53,Financial Analyst,Alexandria Business Association- SMEs Project,Non-Profit Organizations,"Alexandria, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Hossam-Magdy-Egypt-84479,SMEs Project ,Posted 2 days ago,11/8/2023,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance ,Accounting - Analysis - Finance - Financial - Financial Analysis ,,
54,Inventory Analyst,Etihad Airways,unknown,"Abu Dhabi, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Etihad Airways-United Arab Emirates-91687,"Abu Dhabi, United Arab Emirates",Posted 14 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,Accounting/Finance - IT/Software Development - Analyst/Research ,information technology (it) - analysis - computer science - business analysis - supply chain - finance - management - erp - communication skills - sql - analyst - microsoft excel ,"Extract data and prepare KPI and operational dashboards to monitor supply chain performance. - Review inventory accuracy and recommend corrective actions to improve data quality in ERP. - Generate inventory levels recommendations for consumable & rotable parts. - Inventory report preparation and variance analysis with finance reports. - Support senior analyst in preparing inventory holding strategies and implementation.  - Prepare and track actual technical spend vs. Budgeted spend. - Coordinate with surplus customers and generate optimum revenue from sale of surplus parts. - Support in developing processes & departmental manuals and keeping them up to date and in compliance with regulators and organizational requirements.  - Support Audits and any ad hoc project assigned to achieve department goal. - Bachelor’s or equivalent technical degree and a minimum of 3 years of experience in supply chain data analytics & inventory management, preferably within aviation industry. - Good understanding of aviation ERP inventory and materials management modules, preferably AMOS. - Expert level knowledge in Microsoft Excel, Power BI, and Oracle SQL (preferred). - Strategic & tactical thinking, analytical mind and cost management experience are required. - Preferred to have understanding of aviation parts & supply chain functions. - A resilient candidate with ability to adapt to different and multicultural environments & work under pressure. - Self-motivated team player and excellent written & verbal communication skills.  ",not mentioned
55,CRM Business Analyst,Top Notch Consultancy,unknown,"Doha, Qatar • ",https://wuzzuf.net/jobs/careers/Top Notch Consultancy-Qatar-96037,"Riyadh, Saudi Arabia",Posted 13 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Microsoft Office - Software Engineering - Business Development - System Analysis - SQL - Research - Analyst - English - Project Management - Business Analyst ,"﻿ Liaise with business group representatives and stakeholders across lines of business to help identify automation opportunitiesof existing processes leveraging technology tool sets supporting the end to end client lifecycle. -  Apply business acumen to help define and improve business process flow in the CRM and connecting platforms (throughdefinition of best practices, generate ideas for improvement and management of special projects). -  Provide front-line business process support across the entire Sales lifecycle leveraging best practices and facilitating enhancedbusiness metrics across multiple platforms. - ﻿Execute ongoing release management to ensure an informed, efficient and confident user base. - ﻿Own the release communication planning, execution, success definition, measurement and post implementation efforts. -  Apply critical thinking to troubleshoot issues quickly and effectively. - Develop practices to maintain and improve data quality inside the CRM. -  Train on salesforce.com. -  Give / prepare Presentations regarding salesforce.com. - ﻿Bachelor's degree in a related field, such as business administration, product management, or computer science. -  3+ years of proven experience in Multiple Salesforce.com Products such as Salesforce Platform and CRM applications. -  Profound knowledge about Flows, Workflows and automation in general. - A proactive attitude to Salesforce enhancements like automation and clean data-model. -  To cover: industrial products, manufacturing, Technology, and professional services. - ﻿Maintain the customer relationship management tool - Communication skills -  Strong technology skills -  Data Analysis and pattern recognition skills ",not mentioned
56,IT Business Analyst - Saudi National Preferred,Persistence Recruitment,unknown,"Dubai, United Arab Emirates • ",https://wuzzuf.net/jobs/careers/Persistence Recruitment-United Arab Emirates-94846,"Riyadh, Saudi Arabia",Posted 12 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Software Engineering - Microsoft Office - Business Development - SQL - System Analysis - Analyst - Research - Project Management - Business Analyst - English , Data Gathering: Collaborate with various stakeholders to gather and document business requirements for the project. -  Analysis: Conduct in-depth analysis to identify process improvements and efficiencies that align with the project's objectives. -  Documentation: Translate business needs into clear technical specifications to guide project implementation. -  Alignment: Ensure that IT solutions and project strategies align with business objectives and goals ,not mentioned
57,Business Analyst,inbox,unknown,"Riyadh, Saudi Arabia • ",https://wuzzuf.net/jobs/careers/inbox-Saudi Arabia-96288,"Riyadh, Saudi Arabia",Posted 6 days ago,11/8/2023,Not Specified,Not specified ,Not Specified,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Business Analysis - Information Technology (IT) - Computer Science - Analysis - Software Development - Software - Computer Engineering - Engineering - Business - Agile - Analyst - Software Engineering - Business Development - Microsoft Office - SQL - Research - System Analysis - Business Analyst - English - Project Management ,"Keeping up with the latest processes and developments in the field of information technology and automation Systems and updating them.  - Evaluate the way work works, anticipate requirements, detect areas for improvement and develop Solutions and their implementation.  - Ensure solutions meet business needs and requirements.  - Updating, implementing and maintaining procedures.  - Prioritize initiatives based on business needs and requirements.  - Use data modeling techniques to determine the ways in which the organization can function more effectively.  - Create documents to explain the proposed changes and the steps involved ",not mentioned
58,Financial Analyst,Minlo,"Manufacturing, Plastics, Retail","Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Minlo-Egypt-15232,"Heliopolis, Cairo",Posted 8 days ago,11/8/2023,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance ,excel - ERP - Finance - Financial Analysis - Financial Planning - Planning - Budgeting - analytical - English - Financial ,"Work comfortably with the company’s ERP system(s) to extract and validate all required analytical data and reports. - Perform all the tasks associated with month end and year-end reporting including extract of the TB, analysis of actual vs. accrual data, conduct needed reclass entries and generate full financial statements (IS/BS/CF) with comparison vs. previous year (PY) and Budget. - Maintain and timely update monthly actual vs. Budget/Fcst sales records including: - Update a monthly data base highlighting actual vs. Budget/Fcst sales volume and value by channel, category and SKU. - Detailed tracking, analysis and reporting of monthly discounts by channel, category and SKU and implement adjustments (if needed). -  Gross Profit (GP) analysis by channel, category and SKU and reporting on variances vs. Budget/Fcst with recommendation to improve GP% including new pricing and promotions. - Update pricing modules to calculate and validate gross selling prices per SKU to develop Fcst revenue per channel per customer. - Track, extract and analyze sales data from Power BI Daily Sales Report (DSR) l) and report on key variances vs. Budget/Fcst/PY. - Report on monthly Days Sales Outstanding (DSO) performance including extracting, updating and validating DSO records from the ERP system and generating analytical DSO reports to management indicative of sales, collection, overdue per channel/customer, sales area/salesman to enhance collection and cash flow cycle - Work closely with the IT team to generate monthly Days inventory outstanding (DIO) reports. Validate and match detailed inventory records with month end inventory balance to generate accurate and reliable DIO reports. Coordinate with material planning team to measure the impact of obsolete and slow-moving stocks and develop an action plan to contain impact to improve DIO and the Cash conversion cycle (CCC). - Generate Days Purchases Outstanding (DPO) reports from the ERP system and perform the required DPO analysis of local and foreign vendors vs. standard payment terms and recommend ways to improve and enhance the DPO and the CCC. - Close monitoring and follow up on action plans to realize productivity and cost savings initiatives. - Assist in the preparation and timely submission of the annual operating plan (i.e. Budget) as per the company’s processes, procedures and guidelines and with close focus on the preparation and submission of: Product profitability analysis and P&Ls by channel, standard cost per unit and COGS calculation for all SKUs in alignment with Factory costing, cash budgets calculation, cash conversion cycle calculation and assessment. - Tracking and reporting progress towards achieving agreed upon KPIs and assist cross functional teams in providing their required KPI reporting. - Other assigned tasks including Fcst and Outlook (OL) latest estimates updates. ","Bachelor's degree in finance, accounting, or a related field. - 3- 5 years of experience in financial planning and analysis. - Excellent command of English language, spoken and written. - Advanced proficiency using Excel and Power point PPT. - Experience using and working comfortably with ERP systems (familiarity with MS Dynamics and Power BI is an added plus) - Experience in multiple financial modeling (i.e. buildup of Budgets/Fcst, variance analysis models, BS/CF models etc.) - Strong analytical mindset focused on details while keeping a good intuition and business sense. - Demonstrates agility, strong will and determination to operate and reach desired results at no compromise. - Engages and communicates well with cross functional teams by acting as a real business partner, providing value-added support and analytical business insights to facilitate and enhance decision-making. - Ability to clearly present financial information to both finance and non-finance stakeholders. - Desire and eagerness to continuously learn, grow, develop, and enhance interpersonal skills. - Ability to show flexibility in handling and prioritizing multiple tasks and deliverables within agreed upon timeline. - Live the company values and work with high integrity and ethical standards. - "
