,role_title,company_name,company_industry,company_headquarter,company_url,location_of_job,posted_time,collect_date,experience_needed,career_level,education_level,salary,job_categories,skills_and_tools,job_description,job_requirements
20,FINANCIAL PLANNING & ANALYSIS SR. ANALYST,Partner & More,"Human Resources, Management Consulting, Recruitment and Staffing","Cairo, Egypt • 1-10 employees",https://wuzzuf.net/jobs/careers/Partner---more-Egypt-22617,"New Cairo, Cairo",Posted 2 days ago,2/25/2023,4 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Business Development - Analyst/Research ,Finance - Financial Analysis - Financial - English - CMA - SAP - Accounting - Financial Management - Reporting - Analysis - Planning - SAP Program ,"Providing analytical and planning support to help in the diagnosis and resolution of key issues, improve understanding of economics, and facilitate the development of short and long term targets. - Planning/tracking the company expenses in terms of budget VS actual and in analyzing and understanding the main components of each Cost Center (CC).  - Moreover working with the different departments on budget tracking and ensure adhering to company’s spending structure ","BS degree in Finance from an accredited university. - Preferably CMA holder. - Minimum 4 years relevant working experience Skills and abilities. - Costing background, planning and analysis background is preferred, good knowledge of business case development. - CRM knowledge is a must. - Fluency in both spoken & written English. Arabic language is required. - Results oriented, takes initiative to get things done. - Excellent communication skills. - Team player, adapts well in a diverse environment. - Good knowledge of local statutory laws/regulations, financial policies and procedure. - Prepare the detailed Strategic Business Plan (SBP)/Annual Operating Plan (AOP)/rolling & quarterly forecasts. - Review and challenge the planned assumptions with the budget owners and ensure they are in line with the company’s direction and targets. - Provide analysis of current business results vs. plan/forecast highlighting opportunities and risks. - Work comfortably with the company’s local system (SAP) to extract, validate and reconcile actual data. - Work closely with the accounting team to proactively identify actual vs. forecast gaps and adjust them - Satisfy LSC reporting requirements. - Participate in building the financial models for new projects and evaluate their performance on monthly basis. - Ensure the integrity of the internal controls whenever applied. - Provide hands on support to different stakeholders for any economics or sensitivity analysis required to support decision making (new initiatives, new product development…etc.). - Ensure the submission of planning and extraction of planning & actual data to/from the company’s system. - "
21,Business Analyst,Refilex,"Marketing and Advertising, Computer Software, Information Technology Services","Cairo, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Refilex-Egypt-66653,"Dokki, Giza",Posted 5 days ago,2/25/2023,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development - Analyst/Research - Engineering - Telecom/Technology ,Agile - Analysis - analytical - Business Analysis - Communication skills - Information Systems - Information Technology (IT) - Computer Science - Communication - Science - Software - JIRA ,"Managing ERP System implementation projects in new/existing companies within our group. - Collecting company needs, analyzing business workflow and implementing findings on the ERP system. - Identifying business problems and designing and testing the possible ERP system powered solutions. - Troubleshooting ERP system-related issues and problems and working on sorting out. - Giving agile training to team members. - Gathering business requirements and translating them into understandable and clear ones to the developing team. - Following up with the developing team about the pending projects. - Taking responsibility as a system administrator. - Minimizing customization through analytical thinking of the proposed requirement. - Handling users and the role's permissions and ensuring information/data security. - Data migration and information retrieving. - Taking the immediate action and thinking out of the box in case of sudden problems which cause business instability. - Working on making all MIS reports to be automatically generated from ERP system. - Using automated tools to extract data from primary and secondary sources. - Removing corrupted data and fixing coding errors and related problems. - Developing and maintaining databases, data systems – reorganizing data in a readable format. - Performing analysis to assess the quality and meaning of data. - Filtering and cleansing data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. - Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction. - Assigning numerical values to essential business functions so that business performance can be assessed and compared over periods of time. - Preparing reports for the management stating trends, patterns, and predictions using relevant data. - Creating insightful dashboards. - Working with the management to prioritize business and information needs. - Ensuring all needed information are accessible by each team member according to the authority matrix and permissions granted to each role. - Handle and deliver any assigned tasks within the time frame with high accuracy according to the business needs. ","BA in computer science, information systems, or related field. - In-depth knowledge of Agile methodologies. - In-depth knowledge of “Jira software platform “. - Strong analytical and problem-solving skills. - Strong communication skills, written and verbal. - Strong presentation skills. - Ability to multi-task and work under pressure. - Creative thinker with a vision - Attention to details. - "
22,SOC Analyst Tier1,Confidential Company ,unknown,unknown,unknown,"Nasr City, Cairo",Posted 4 days ago,2/25/2023,1 to 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,Linux - SIEM - Information Technology (IT) - Technical Analysis ,"Reviews asset discovery and vulnerability assessment data. - Use threat Intel to update rules, use cases affected systems, and the extent of the attack. - Explores ways to identify stealthy threats that may have found their way inside your network, without your detection, using the latest threat intelligence. - Recommends how to optimize security monitoring tools based on threat hunting discoveries. - Conducts penetration tests on production systems to validate resiliency and identify areas of weakness to fix. - Oversee and configure security & monitoring tools and solutions - Analyze and Configure affected systems and identify stealthy threats. - Carry out in-depth and analysis to find the type of attack, and the data or systems impacted. - Create and Apply strategy for containment and recovery. ","System admin skills (Linux/Mac/Windows); - Very Good Knowledge programming skills (Python, PHP, C, C#, Java). - Very Good Knowledge or certified as EC-Council SOC Analyst or equivalent. - Very Good Knowledge or certified in Windows Administration (MCSA). - Very Good Knowledge or certified in Linux Administration (Linux+ / LPI / RHCSA or equivalent). - Good Knowledge or certified as CEH. - Good Knowledge or certified in Network Administration (CCNA or equivalent). - Good Knowledge or certified in Network Security Solutions (CCNA security / Fortinet NSE2 or equivalent). - All of the above + be familiar with using data visualization tools and penetration testing tools. - Deep Knowledge or certified as SIEM Analyst (FortiSIEM). - Deep Knowledge or certified as EC-Council SOC Analyst or equivalent. - Very Good Knowledge as a PenTest. - Very Good Knowledge or certified in Network Security Solutions (Fortinet or equivalent). - Good Knowledge of GCIH or CISM. - Good Knowledge of CISSP. - "
23,Financial Analyst - (FP&A) Corporate,Confidential Company ,unknown,unknown,unknown,"Heliopolis, Cairo",Posted 2 days ago,2/25/2023,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Manufacturing/Production - Analyst/Research ,Finance - Financial Management - Financial Analysis - Financial Reporting - Budgeting - SAP - Accounting - Pivot Table - Microsoft Excel - Microsoft Word - Microsoft PowerPoint - Vlockup - Microsoft Office - SGM - Analysis - Communication Skills - Spreadsheets - Industrial - English - Financial - Excel - Financial Planning - Planning - Communication - Forecasting - Pricing Analysis - Margin Analysis - SGM & A Analysis ,"Consolidate and analyze financial data. - Assist with the monthly financial reporting, analysis, forecasting and annual budget process. - Develop financial models, conduct benchmarking, and process analysis. - Prepare monthly statements. - Track and determine financial status. - Reconcile transactions by comparing and correcting data. - Support month and year-end accounting close as necessary - Investigate and provide monthly analysis of business unit performance and highlight drivers of variances vs budget, forecast and prior years. - Monitor trends of key financial metrics and drivers for the business unit. - Assist in reviewing departments’ results of analysis and develop rolling forecasts for the remainder of the fiscal year. - Conduct business studies on past, future and comparative performance and develop forecast models. - Coordinate with external auditor’s year end closing - Perform additional duties as assigned. ","BS degree in Finance/Accounting - 3+ Proven working experience as a Finance Analyst - Industrial background is preferred. - Excellent English language - Age preference 27 –30 years old - Gender - Males only - SAP user is a must. - Financial Skills, Forecasting, Financial Diagnosis, Analyzing Information, Financial Planning and Strategy, corporate finance and information. - Proficient in spreadsheets, databases, MS Office and financial applications. - Hands on experience with statistical analysis and statistical packages - Outstanding presentation, reporting and communications skills - "
24,Senior Financial Analyst,Al Dau Development ,Real Estate/Property Management,"Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Al-Dau-Development-Egypt-20323,"6th of October, Giza",Posted 5 days ago,2/25/2023,4 to 6 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance - Analyst/Research ,business - Financial - English - Financial Management - Financial Analysis ,"Prepare regular periodic analysis reports for all group divisions and projects - Evaluate historical performance and overall any needed financial analysis. - Coordinate between different divisions and department and ensure accurate communication and circulation of data between the relevant departments. - Variance analysis between actual results and forecasted data, to find material differences and cause of deviation. - Develop, verify, update financial models/business plans as needed - Assist in any assigned ad-hoc requests, special projects, project financing, analysis, and work together with the holding team on assigned projects. - Assist in preparing investment memos, teasers, feasibility studies and reports and any other required reports. - Summarize and present findings and recommendations in high quality reports. ","Bachelor’s/Master’s degree in Finance, Business, Economics, or a related field. - Excellent research and report-writing skills - Excellent financial modeling skills, quantitative and qualitative skills. - Excellent Excel, Microsoft Word, Microsoft PowerPoint skills. - 4-6 years of experience in finance, investment banking, consultancy, and financial institutions, are most preferable. - Real estate and hospitality experience not required, but useful. - Fluent business English - "
25,Business Analyst,Misr Insurance Co,Insurance,"Giza, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Misr-Life-Insurance-Co-Egypt-75235,"Giza, Egypt",Posted 12 days ago,2/25/2023,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Project/Program Management - Analyst/Research ,Analysis - Business Analysis - business ,"Define business problems in-depth, Ability to gather technical and non-technical information.  - Writing technical skills that outline detailed requirements for a solution, ensure the delivered solution meets and match business requirements. ",5 - 7 years of  experience in this field. - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools - Basic knowledge in generating process documentation - Strong written and verbal communication skills including technical writing skills - 
26,Data Analyst,ITCan,Marketing and Advertising,Egypt • 51-100 employees,https://wuzzuf.net/jobs/careers/ITCan-Egypt-27905,"New Cairo, Cairo",Posted 2 months ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research ,BI - Analysis - analytical - Computer Science - Data Analysis - Development - Engineering - Information Technology (IT) - Power BI - Data - Science - Tableau - Microsoft Power BI - dashboards - data modeling - data visualization ,"Designing, developing and maintaining business intelligence solutions. - Crafting and executing queries upon request for data. - Presenting information through reports and visualization. - Interact with the team to gain an understanding of the business environment, technical context and organizational strategic direction. - Ensuring data accuracy, performance, usability, and functionality requirements of BI platform. - Collaborate with teams to integrate all data-based systems. - Manage data through MS Excel, Google sheets, and SQL applications, as required and support other analytics platform. - Develop and execute database queries and conduct analyses. - Create visualizations and reports for requested projects. - Develop and update technical documentation requirements. ","BSc/BA in Computer Science, Engineering, or relevant field.  - Financial experience and Marketing background is a plus.  - Strong Power BI development skills including Migration of existing deliverables to PowerBI.  - Ability to work autonomously.  - Data modeling, Calculations, Conversions, - Proven experience as a Power BI Developer is a must. Industry experience is preferred. -  Familiarity with other BI tools (Tableau, QlikView).  - Excellent analytical skills. - "
27,R&D Stability Analyst,Al Andalous Pharmaceutical Industries,Pharmaceuticals,"Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Al-Andalous-Pharmaceutical-Industries-Egypt-56369,"6th of October, Giza",Posted 4 days ago,2/25/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,R&D/Science - Manufacturing/Production - Pharmaceutical ,Pharmaceutical - Research - Analysis - Pharmacy - R&D - Science - Pharmaceutical Industries - Pharma ,"Performing stability testing for all dosage forms (long term, and accelerated conditions) according to SOPs. - Preparing reagents required for chemical assay and physical tests. - Follow up operation and maintenance of stability cabinets - Maintain the confidentiality of data & company documents in R&D, get the approval from the R&D manager & managing director  to copy, scan or send any document to internal or external authorities.  - Analysis the data of long terms & accelerated studies, determine the stability studies requirements, review the stability reports & batches status & products needed registrations. - Responsible for reporting the stability studies for both internal aim or for registration. ",Bachelor Degree of Pharmacy or Science . - Experience from 1-3 years in the same role . - Pharmaceutical Experience is a must . - 6th October city resident and nearby are preferred.  - 
28,Senior Business Analyst,Naeem,Information Technology Services,"Riyadh, Saudi Arabia • 11-50 employees",https://wuzzuf.net/jobs/careers/Naeem-Saudi Arabia-87031,"Cairo, Egypt",Posted 11 days ago,2/25/2023,3 to 7 years,Experienced (Non-Manager),Not Specified,15000 to 30000 EGP Per Month,IT/Software Development ,business - Analysis - Business Analysis ,"Define configuration specifications and business analysis requirements - Perform quality assurance - Define reporting and alerting requirements - Own and develop relationship with partners, working with them to optimize and enhance our integration - Help design, document and maintain system processes - Report on common sources of technical issues or questions and make recommendations to product team - Communicate key insights and findings to product team - Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer ",Previous experience in Business / Systems Analysis or Quality Assurance - A degree in IT / Computer Science - Proven experience in eliciting requirements and testing - Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools - Solid experience in writing SQL queries - Basic knowledge in generating process documentation - Strong written and verbal communication skills including technical writing skills - 
29,R&D Methodology Analyst,Al Andalous Pharmaceutical Industries,Pharmaceuticals,"Giza, Egypt • 101-500 employees",https://wuzzuf.net/jobs/careers/Al-Andalous-Pharmaceutical-Industries-Egypt-56369,"6th of October, Giza",Posted 4 days ago,2/25/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,R&D/Science - Analyst/Research - Pharmaceutical ,R&D methodology - Pharmacy - Science - Pharmaceutical - R&D - Research ,"Development and validation of new analytical methods for new products & ensuring that all products are complying with international standards & pharmacopeia without any variations. - Improvements of running analytical methods                                    . - Supporting Registration department. - Support Formulation activity of new products  . - Analysis of R&D trials “for new products and current products under development. - Periodic analysis tests to ensure the validity of products methods for current products or new products. - Maintain the confidentiality of data & company documents in R&D, get the approval from the R&D manager & managing director  to copy, scan or send any document to internal or external authorities. ",Bachelor degree of Pharmacy or Science . - Experience from 1-3 years at the same position . - Pharmaceutical experience is a must . - 6th October resident and nearby are preferred. - 
30,Commercial Data Management Specialist,Hikma Pharmaceuticals,Pharmaceuticals,"Giza, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Hikma-Pharmaceuticals-Egypt-3977,"6th of October, Giza",Posted 24 days ago,2/25/2023,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Business Development - Sales/Retail ,Data Analysis - Data Management - commercial analyst - English - Microsoft Office ,Preparing data modules for ERP system - Provide the sales data collection and the analytics which are related to sales numbers from distributors - Manage sales data base and delivering regular and ad hoc sales and CRM reports - Preparing Sales and CRM templates for calculations - Managing new projects related to Sales System - Maps business process and requirements and defines how process is enabled within the tools - Translates best practices into detailed process and tool requirements and deploy across Areas/countries - Creates business communication and change management steps ,BSc. in Business Administration or equivalent. - 3+ years in the same position - Applied statistics and dashboard development - Data processing - SQL database - Access database - Database management - Good user for power BI - Familiar with sales analyzer systems and system errors - Excellent command of English language. - Attentive to details and accuracy - Strong fluency with Excel formula and functions. - 
31,Senior EDI Analyst & Developer,FlairsTech,Computer Software,"Cairo, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Flairstech-Egypt-1631,"Maadi, Cairo",Posted 7 days ago,2/25/2023,5 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research - Engineering - Telecom/Technology ,EDI - biztalk - Microsoft SQL Server - SSIS - SSRS - x12 - XLST - APIs - Power BI - Information Technology (IT) - Software Development ,"Coordinates and works with the CSM Teams on new and existing EDI initiatives for our clients - Generate Level of Effort (LOE) proposals for integrations and other technical work - Analyzes and defines EDI requirements for clients, especially for needs and circumstances that are slightly unusual or specific to their customers - Provides advice and education to clients' team members concerning EDI guidelines, capabilities, and use - Creates, develops, and produces mapping documents - Development and Implementation of EDI (BizTalk Projects using C#, XSLT, SQL) - Maintenance and Monitoring of EDI Infrastructure (BizTalk Server, SQL Server, and Windows Server) - Development and Implementation of systems using Business Intelligence Tools (PowerBI, SSRS, and SSIS) - API Development with JSON and XML (C#) - Collaborates with programmers and internal staff to develop and test new or modified systems - Develops and maintains communication links with trading partners and oversees integration of information within the project scope and parameters as required by project - Periodically reviews system to ensure client needs are met; identifies possible modifications as required - Remains current regarding EDI and internet field technological developments - Set up new trading partners and mapping assets in BizTalk or Azure EDI platforms - Provide technical support for production and UAT deployed EDI transactions. - Assist with other Technical Configuration team responsibilities, including SSRS and Power BI reports, configuring API connections, developing Workflows using Visual Basic - Maintain artifacts and assets within DevOps ","Working knowledge of Altova MapForce - Solid understanding of AS2 and other security protocols - Extensive experience with 800 and 900 series X12 & XLST stylesheets transaction sets - Excellent verbal and written communication skills - Proficient in software programming, Microsoft Office Suite, or related software - Organizational skills and attention to detail - Basic understanding and working knowledge of EDI formats and Internet functions - Fundamental knowledge of SQL, SSRS, SSIS, and APIs - Experience with ticketing systems – preferably DevOps - "
32,Equity Analyst,rowaad,Management Consulting,Saudi Arabia • 11-50 employees,https://wuzzuf.net/jobs/careers/rowaad-Saudi Arabia-87087,"Cairo, Egypt",Posted 11 days ago,2/25/2023,More than 5 years,Experienced (Non-Manager),Not Specified,7000 to 10000 EGP Per Month,Accounting/Finance - Analyst/Research ,CFA - Analysis - Finance - Research - Economics - Accounting - equity ,,"● Proven working experience as a Equity Analyst - ● Proficient in spreadsheets, databases, MS Office and financial software applications - ● Hands on experience with statistical analysis and statistical packages - ● Outstanding presentation, reporting and communication skills - ● Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis - ● Well informed in current financial subjects, accounting, tax laws, money market and business environments - ● BS degree in Finance, Economics or related field - "
33,Budget Analyst,Majorel Egypt,Outsourcing/Offshoring,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Majorel-Egypt-388,"Cairo, Egypt",Posted 12 days ago,2/25/2023,1 to 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Operations/Management - Analyst/Research ,Analysis - analytical - Budgeting - CMA - English - Finance - Financial Analysis - Forecasting ,,
34,Business Analyst\Solution Architect,Ejada ,"Computer and Network Security, Computer Software, Information Technology Services","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Ejada--Cairo--Egypt-9273,"Jeddah, Saudi Arabia",Posted 5 days ago,2/25/2023,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development ,Analysis - Business Analysis - Information Technology (IT) ,"Collect Business requirements. Build BRD\BSD to translate the developed Business Processes to IT systems. And, Build BRDs\BSDs for various projects and RFSs. - Perform detailed impact analysis on multiple systems and processes, developing data flow and process flow diagrams. - Study business requirement, develop solution\design specifications in line with Group standards and regulatory requirements IN ORDER TO meet business requirements. - Document functional specifications, propose suitable solutions, and write business solution documents. - Perform AS-IS, gap analysis, and TO-BE study from both business and technical perspectives.  - Develop use cases, UAT test cases\scenarios and support UAT. - Experience in prototyping and mock-up software. ","5+ years of experience in business analysis and solution design. - Excellent documentation skills with good experience in fundamental analytical and conceptual thinking skills.  - Experience designing, implementing, and modeling business needs.  - Ability to influence stakeholders and work closely with them to determine acceptable solutions.  - A good knowledge in UAT test, Test cases\scenarios and supporting UAT.  - Excellent planning, organizational, and time management skills.  - Experience in facilitating team’s work by preparing predefined template for upcoming projects. -  Strong knowledge in elicitation techniques to gather requirements or to collect information from stakeholders in line with problem solving & analytical skills. - "
35,Quality Control Analyst,Hikma Pharmaceuticals,Pharmaceuticals,"Giza, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Hikma-Pharmaceuticals-Egypt-3977,"6th of October, Giza",Posted 18 days ago,2/25/2023,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,R&D/Science - Quality - Analyst/Research ,Analysis - Quality Control - quality - Science ,"Performs wet and instrumental analysis (HPLC, UV, GC, FTIR) of raw materials, in-process and finished products. - Performs physical testing and chemical analysis of Pharmaceutical Packaging Material. - Troubleshoots and resolves operations issues. - Prepares and standardizes volumetric solutions, reagents and indicators Internal calibration of instruments according to work instructions. - Validation of the assay methods of finished products. - Participates in validation of facilities and manufacturing processes. ","B. Sc. of Pharmacy or Science. - 1-3 years of experience in the same position - Excellent computer skills and data analysis knowledge. - Change, Innovation, Collaboration & Teamwork. - Good documentation practices and technical writing - Excellent English language - "
36,Power BI Analyst,Dynamicslink,Information Technology Services,"Cairo, Egypt • 51-100 employees",https://wuzzuf.net/jobs/careers/Dynamicslink-Egypt-21303,"Nasr City, Cairo",Posted 1 month ago,2/25/2023,1 to 3 years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development - Engineering - Telecom/Technology ,Analyzing data - Information Technology (IT) - Power BI - Data - analytical - Computer Science ,"Deliver required project inputs according to time, quality, and budget requirements. - Ensure progress is accurately communicated and expectations of various stakeholders aremanaged effectively. - Oversee Verco’s Power BI capability; be the go-to person, train colleagues, and with timebecome the Power BI administrator. - Proactively integrate new technologies for more advanced analytics including and not limited to Power Flow, PowerApps, and Machine Learning. - Provide Power BI desktop & cloud platform, gateways & administration support, and expertise - Provide good DAX, data modeling, and basic M (Power Query Editor) capability - Produce and enhance reports & dashboards - Provide support to the consultancy team by setting up and configuration of Carbon Desktop TM to match the client’s needs - Support business development activity by maintaining and developing demo sites for new prospects. viii. Provide technical input and effective data analysis to projects to support the achievement of deliverables to time and budget. - Efficiently handle large sets of data and be able to confidently process them into required formats. - Actively participate in our culture of continuous development and innovation by contributing ideas for new features and functionality - Participate in the quality system and effectively apply the company’s procedures, policies, and practices - Oversee/Quality Check Data Migration routines, reviewing outputs against quality standards, and continually looking for process improvement ","Analytical Mindset - Ability to perform complex analytics to extract business insights - To be able to convert business requirements into technical specifications and decide the timeline to accomplish tasks. - Experience in PowerBI dashboard design, development and publishing - Experienced in analyzing data outside PowerBI using other tools - Python is nice to have qualification - "
37,BI Analyst,Confidential Company ,unknown,unknown,unknown,"6th of October, Giza",Posted 20 days ago,2/25/2023,2 to 3 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Telecom/Technology ,analytical - business - Business Intelligence - Communication skills - Information technology - Power BI - BI - Computer Science ,"Develop and manage BI solutions and dashboards. - Develop recurring report and dashboard solutions to communicate key performance indicators to the business. - Work with management and different business units to analyze business processes and requirements  - Create and maintain documentation including requirements and business process models. - Identify opportunities to improve processes and strategies. - Develop new metrics to assess operational performance. - Work with cross-functional teams, including but not limited to: marketing, finance, operations, and I.T.  ","2+ years in an analytical position - College Degree in Computer Science, Information Technology, Finance, or similar. - Familiar with relational databases and able to construct complex queries. - Experience using business intelligence tools; such as Power BI, Tableau, Meta Base, Superset, or google Locker. - Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement. - Ability to read code and support applications, reports, and processes. - Problem-solving skills. - Excellent analytical and forecasting ability. - Experience supporting and working with cross-functional teams in a dynamic environment. - Strong written and verbal communication skills. - Understand current data protection and privacy laws. - "
38,Senior Financial Analyst, Cairo Three A  Poultry,Agriculture/Fishing/Farming,Egypt • More than 1000 employees,https://wuzzuf.net/jobs/careers/Cairo-Three-A--Poultry-Egypt-38144,"Cairo, Egypt",Posted 20 days ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance ,Accounting - Financial Analysis - Analysis ,"Consolidate and analyze financial data (budgets, income statement forecasts etc) taking into account company’s goals and financial standing - Provide creative alternatives and recommendations to reduce costs and improve financial performance - Assemble and summarize data to structure sophisticated reports on financial status and risks - Develop financial models, conduct benchmarking and process analysis - Conduct business studies on past, future and comparative performance and develop forecast models - Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis - Track and determine financial status by analyzing actual results in comparison with forecasts - Reconcile transactions by comparing and correcting data - Gain and update job knowledge to remain informed about novelty in the field - Consult with management to guide and influence long term and strategic decision making within the broadest scope - Drive process improvement and policy development initiatives that impact the function - Trains treasury staff on developmental goals in support of the Assistant Treasurer and Treasurer. ",
39,PMO Analyst,IT Systems Corporation,"Computer and Network Security, Information Technology Services, Consulting Services","Giza, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/IT-Systems-Corporation-Egypt-3213,"Cairo, Egypt",Posted 16 days ago,2/25/2023,More than 1 year,Manager ,Bachelor's Degree,Confidential,IT/Software Development - Project/Program Management - Engineering - Telecom/Technology ,Project Management - PMO - Business Analysis - ERP - PMP - Information Technology (IT) - Computer Science ,,
40,Budget Analyst,Somabay,Real Estate/Property Management,"Red Sea, Egypt • 501-1000 employees",https://wuzzuf.net/jobs/careers/Somabay-Egypt-24356,"Hurghada, Red Sea",Posted 16 days ago,2/25/2023,3 to 5 years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance ,Accounting - Budgeting - ERP - Finance - Financial Analysis - Microsoft Office ,"Participate in preparing the plan, budget, and CAPEX for the group - Participate in prepare/update the cost modules required for each business unit. - Manage day-to-day activities such as monitoring revenues, expenditures, and cashflow, - Assure departments are complying with financial policies. - Prepare researches, analyzes, and issuing accurate and on time, weekly, monthly, quarterly and year end reports. - Assists in data gathering and processing and respond to ad hoc requests from management. - Verify the F&B cost controller reports. - Participate in multiple, special, and confidential projects as assigned by the direct manager. ","University degree in statistics or accounting or relevant fields - Previous experience in planning & budgeting, 2 to 5 years. - Excellent command in prepare creative and complex Power Point presentations and other reports using spreadsheet software, particularly Microsoft office including PI. - ERP knowledge - Very good command with English language - Detailed oriented and has very good communication skills - "
41,Hr Planning Specialist (Data Analyst),Andalusia Group,Healthcare and Medical Services,"Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Andalusia-Group-Egypt-9048,"Maadi, Cairo",Posted 2 months ago,2/25/2023,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Administration - Human Resources - Medical/Healthcare ,English - excel - Human Resources (HR) - Planning - Presentation - Presentation Skills - Skills - workforce - RTM - Real Time Management - Microsoft Office - Microsoft Excel - Data Analysis - Communication - Negotiation - Analysis - Business Analysis - Business Analytics - Mysql Database - Database - Database SQL Server - Data Analytics - Database Systems ,,"At least 1 Year of experience as ""Workforce, RTM, Planning, IntraDay or Data Analyst"". - Advanced Excel User. - Males only - Max Age : 30 - Bachelor’s degree in any relevant field. - Excellent communication, negotiation and Presentation skills. - Very Good command of English. - Expert ability to work under continuous stress. - "
42,Quality Assurance Analyst,Globaction,Computer Software,"Giza, Egypt • 11-50 employees",https://wuzzuf.net/jobs/careers/Globaction-Egypt-41401,"6th of October, Giza",Posted 1 month ago,2/25/2023,2 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,R&D/Science - Quality - Analyst/Research ,quality - Quality Control - Data - Six Sigma - Data Analysis - ISO 9001 - Black Belt ,Data mining or extracting usable data from global standards - Presenting results in a clear manner - Analyze large amounts of information - Lean Green Belt (LGB) certification - Six-Sigma black belt certification  ,"Bachelors of science, Management Or Equivalent    - Experience in data mining - Proven experience as a Data Scientist or data analyst - Lean Green Belt (LGB) certification - Six-Sigma black belt certification  - "
43,Financial Analyst,rowaad,Management Consulting,Saudi Arabia • 11-50 employees,https://wuzzuf.net/jobs/careers/rowaad-Saudi Arabia-87087,"Cairo, Egypt",Posted 19 days ago,2/25/2023,3 to 20 years,Experienced (Non-Manager),Not Specified,8000 to 12000 EGP Per Month,Accounting/Finance ,Financial Analysis - modling ,,"Bachelor's degree as a minimum suitable specialty, experience of not less than two yearsPreferred additional skills: entrepreneurial literacy and funding of emerging projects through modern technologiesFlexibility and commitment to work - "
44,Senior Financial Analyst,Evergrow for Speciality Fertilizers,"Agriculture/Fishing/Farming, Chemicals, Manufacturing","Cairo, Egypt • More than 1000 employees",https://wuzzuf.net/jobs/careers/Evergrow-for-Speciality-Fertilizers-Egypt-34949,"Smart Village, Giza",Posted 26 days ago,2/25/2023,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Accounting/Finance - Banking - Analyst/Research ,Accounting - Financial Analysis - Financial Management - Finance - Analyst ,"Perform financial forecasting, reporting, and operational metrics tracking. - Analyze financial data and create financial models for decision support. - Report on financial performance and prepare for regular leadership reviews. - Analyze past results, perform variance analysis, identify trends, and make recommendations for improvements. - Evaluate financial performance by comparing and analyzing actual results with plans and forecasts. - Provide analysis of trends and forecasts and recommend actions for optimization - Maintain a strong financial analysis foundation creating forecasts and models. ","5-7 Years of minimum experience. - Financial Modeling experience is a must. - Proper Understanding of different valuation techniques. - Credit Course certified. - Corporate Banking Experience, Investment banking experience - "
